period,seniority_final,section,n,median_section_chars,mean_section_chars,median_total_chars,median_share
2024-01,entry,about_company,121,0.0,0.0,1037.0,0.0
2024-01,entry,benefits,121,0.0,72.47107438016529,1037.0,0.0
2024-01,entry,legal_eeo,121,0.0,90.27272727272727,1037.0,0.0
2024-01,entry,preferred,121,0.0,13.644628099173554,1037.0,0.0
2024-01,entry,requirements,121,27.0,391.02479338842977,1037.0,0.03557312252964427
2024-01,entry,responsibilities,121,0.0,80.08264462809917,1037.0,0.0
2024-01,entry,summary,121,0.0,0.2644628099173554,1037.0,0.0
2024-01,entry,unclassified,121,520.0,649.4380165289256,1037.0,0.8497536945812808
2024-04,entry,about_company,773,0.0,0.0,1717.0,0.0
2024-04,entry,benefits,773,0.0,186.34670116429496,1717.0,0.0
2024-04,entry,legal_eeo,773,0.0,78.6882276843467,1717.0,0.0
2024-04,entry,preferred,773,0.0,21.971539456662356,1717.0,0.0
2024-04,entry,requirements,773,90.0,538.0401034928849,1717.0,0.07849133537206932
2024-04,entry,responsibilities,773,0.0,69.90944372574386,1717.0,0.0
2024-04,entry,summary,773,0.0,0.7684346701164295,1717.0,0.0
2024-04,entry,unclassified,773,756.0,924.0232858990944,1717.0,0.6408094435075885
2026-03,entry,about_company,561,0.0,0.0,1937.0,0.0
2026-03,entry,benefits,561,0.0,373.45632798573973,1937.0,0.0
2026-03,entry,legal_eeo,561,0.0,221.2549019607843,1937.0,0.0
2026-03,entry,preferred,561,0.0,41.780748663101605,1937.0,0.0
2026-03,entry,requirements,561,37.0,507.9500891265597,1937.0,0.0289193302891933
2026-03,entry,responsibilities,561,0.0,75.07130124777184,1937.0,0.0
2026-03,entry,summary,561,0.0,0.18538324420677363,1937.0,0.0
2026-03,entry,unclassified,561,559.0,876.427807486631,1937.0,0.4353448275862069
