bucket,n_pre,n_post,pre_ai_strict_binary,post_ai_strict_binary,delta_ai_strict_binary,pre_ai_broad_binary,post_ai_broad_binary,delta_ai_broad_binary,pre_tech_count,post_tech_count,delta_tech_count,pre_ai_tech_count,post_ai_tech_count,delta_ai_tech_count,pre_org_scope_count,post_org_scope_count,delta_org_scope_count,pre_requirement_breadth,post_requirement_breadth,delta_requirement_breadth,pre_desc_len_chars,post_desc_len_chars,delta_desc_len_chars
ml_engineer,2,50,0.0,0.54,0.54,1.0,1.0,0.0,3.5,6.42,2.92,0.5,2.72,2.22,2.0,2.26,0.2599999999999998,9.0,13.22,4.220000000000001,2364.0,5669.64,3305.6400000000003
data_scientist,815,2517,0.044171779141104296,0.18951132300357568,0.1453395438624714,0.807361963190184,0.8585617798967025,0.05119981670651841,4.1950920245398775,5.102105681366706,0.9070136568268286,0.6736196319018405,1.3806118394914582,0.7069922075896177,1.2184049079754602,1.9817242749304729,0.7633193669550127,8.284662576687117,10.67699642431466,2.392333847627544,4316.391411042945,5385.650774731824,1069.2593636888787
SWE_baseline,22820,40881,0.010648553900087643,0.14385655928181795,0.1332080053817303,0.149079754601227,0.5111665565910815,0.36208680198985443,4.554776511831727,6.138279396296568,1.583502884464841,0.0687116564417178,0.6272351459113036,0.5585234894695857,1.2645048203330411,2.290232626403464,1.0257278060704227,8.466652059596845,11.878378708935692,3.4117266493388474,3763.080806310254,4912.017049485091,1148.9362431748368
data_engineer,68,64,0.0,0.046875,0.046875,0.4852941176470588,0.640625,0.15533088235294118,6.970588235294118,5.90625,-1.0643382352941178,0.0,0.21875,0.21875,1.9411764705882353,2.53125,0.5900735294117647,12.808823529411764,12.125,-0.6838235294117645,5438.014705882353,5045.140625,-392.87408088235316
security_engineer,615,1668,0.008130081300813009,0.05455635491606715,0.046426273615254136,0.07154471544715447,0.3597122302158273,0.28816751476867286,2.1089430894308943,3.315947242206235,1.2070041527753408,0.01788617886178862,0.18225419664268586,0.16436801778089724,1.1089430894308943,1.7727817745803358,0.6638386851494416,5.770731707317073,8.418465227817746,2.6477335205006733,4393.183739837398,5459.206834532374,1066.023094694976
platform_engineer,46,29,0.0,0.034482758620689655,0.034482758620689655,0.043478260869565216,0.4482758620689655,0.40479760119940034,3.260869565217391,7.241379310344827,3.9805097451274363,0.0,0.6896551724137931,0.6896551724137931,1.3478260869565217,2.586206896551724,1.2383808095952025,9.956521739130435,14.448275862068966,4.491754122938531,3626.6304347826085,6561.689655172414,2935.0592203898054
quality_engineer,1299,1104,0.0,0.020833333333333332,0.020833333333333332,0.033102386451116246,0.1403985507246377,0.10729616427352145,0.7790608160123171,1.6567028985507246,0.8776420825384075,0.0,0.06159420289855073,0.06159420289855073,0.6243264049268669,0.9501811594202898,0.32585475449342294,4.031562740569669,5.880434782608695,1.8488720420390266,3707.8568129330256,4734.048007246377,1026.1911943133514
data_analyst,552,710,0.0036231884057971015,0.016901408450704224,0.013278220044907122,0.16485507246376813,0.3,0.13514492753623186,2.1159420289855073,2.2380281690140844,0.1220861400285771,0.025362318840579712,0.059154929577464786,0.033792610736885074,0.9963768115942029,1.4422535211267606,0.44587670953255776,5.5144927536231885,6.709859154929577,1.195366401306389,3538.8442028985505,4128.153521126761,589.3093182282105
systems_admin,1335,81,0.0044943820224719105,0.012345679012345678,0.007851296989873767,0.03895131086142322,0.1728395061728395,0.13388819531141627,1.0853932584269663,2.2962962962962963,1.21090303786933,0.0052434456928838954,0.04938271604938271,0.04413927035649882,0.5955056179775281,1.0740740740740742,0.4785684560965461,3.878651685393258,6.271604938271605,2.392953252878347,4464.848689138576,5290.604938271605,825.7562491330282
network_engineer,1429,1299,0.0013995801259622112,0.006158583525789068,0.004759003399826857,0.04338698390482855,0.16705157813702848,0.12366459423219993,0.8040587823652904,1.523479599692071,0.7194208173267805,0.0013995801259622112,0.013856812933025405,0.012457232807063193,0.8460461861441567,1.363356428021555,0.5173102418773984,3.87963610916725,5.752886836027714,1.873250726860464,3677.6088173547937,4719.73364126251,1042.1248239077163
cloud_engineer,2,7,0.0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,5.5,5.0,-0.5,0.0,0.14285714285714285,0.14285714285714285,2.5,3.0,0.5,12.5,12.428571428571429,-0.07142857142857117,3082.5,5906.0,2823.5
devops_engineer,8,6,0.0,0.0,0.0,0.25,0.0,-0.25,5.75,6.5,0.75,0.125,0.0,-0.125,0.875,0.8333333333333334,-0.04166666666666663,8.5,10.5,2.0,3286.0,4544.333333333333,1258.333333333333
sre,3,3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.3333333333333335,-2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,3.6666666666666665,3.0,11.333333333333334,11.0,-0.3333333333333339,5296.666666666667,5758.333333333333,461.66666666666606
