term,count_a,count_b,rate_a,rate_b,ratio_a_over_b,log_odds,z,category,direction
workflows,11495,341,0.0036467473995312367,0.0007624763263398677,4.782768032991661,1.3449019614977793,28.271157811483594,other,up_in_2026_scraped
environments,15165,804,0.004811041697598191,0.0017977447694347613,2.676153912054411,0.8813982446467357,26.53980699047424,other,up_in_2026_scraped
pipelines,17331,1151,0.005498197405939614,0.0025736371015166793,2.1363530245579114,0.6884244984319379,24.253306518350556,other,up_in_2026_scraped
systems,60756,6284,0.019274622445056094,0.014051030013840846,1.371758684314943,0.2955352426061797,23.35874761856508,credential,up_in_2026_scraped
hands-on,12399,880,0.003933538147610945,0.0019676808421674003,1.9990732558427273,0.6295250765795108,19.270656927927018,other,up_in_2026_scraped
observability,5185,186,0.0016449225982226587,0.00041589617800356416,3.955127950727554,1.1976757315699933,18.132882291069045,credential,up_in_2026_scraped
tooling,5036,198,0.001597652884213946,0.0004427281894876651,3.6086540729714667,1.1250926683322904,17.378990066731188,other,up_in_2026_scraped
familiarity,13525,1108,0.004290757597099607,0.002477489060365318,1.7318976966408535,0.5025219993184384,17.03333134712989,other,up_in_2026_scraped
contribute,8520,596,0.002702939351370695,0.001332656570377012,2.0282339887507748,0.6416543891334294,16.186713879031913,other,up_in_2026_scraped
backend,10857,854,0.003444344194581178,0.0019095448172851818,1.8037514298711432,0.5384158050557035,16.08198272678543,other,up_in_2026_scraped
models,10609,831,0.003365667086700904,0.0018581167952739883,1.8113323636389713,0.5421113016360257,15.978993322595754,other,up_in_2026_scraped
operational,8127,593,0.0025782615150926804,0.0013259485675059868,1.9444657042333124,0.6045295816306036,15.151658701484456,other,up_in_2026_scraped
llm,3049,83,0.0009672842819635269,0.000185588079431698,5.211995753851834,1.406644162881216,14.768361399302377,ai_concept,up_in_2026_scraped
agent,2589,23,0.0008213509367017288,5.142802201119342e-05,15.970883276882784,2.0876449685203093,14.495892546996094,ai_concept,up_in_2026_scraped
distributed,9703,792,0.0030782418458157102,0.0017709127579506605,1.7382233156295739,0.505296774788758,14.485332133962455,other,up_in_2026_scraped
role,23298,2434,0.007391206691107329,0.005442426329358469,1.3580719781609933,0.2832715889909494,13.921734115041405,other,up_in_2026_scraped
end-to-end,4927,297,0.0015630730263149547,0.0006640922842314976,2.3536985196624856,0.7702395605785375,13.914502094663932,other,up_in_2026_scraped
real-time,4710,275,0.001494230556919715,0.0006149002631773127,2.4300372701073942,0.7975559181545941,13.908059620394269,other,up_in_2026_scraped
large-scale,4845,289,0.0015370588212900254,0.0006462042765754304,2.3785958666749973,0.779256933807976,13.900964627626168,other,up_in_2026_scraped
evaluation,3830,189,0.0012150537225058405,0.00042260418087458943,2.8751578367995743,0.9393744049646839,13.817949761943952,other,up_in_2026_scraped
qualifications,17601,1750,0.005583853934680235,0.0039130016747647165,1.42700013922585,0.32808405021739784,13.733136347055316,other,up_in_2026_scraped
cd,12684,1168,0.004023953372392711,0.0026116491177858225,1.5407710572560571,0.3972826632840034,13.68006024571579,other,up_in_2026_scraped
ownership,4403,255,0.0013968359112776021,0.0005701802440371444,2.4498146435017576,0.8044284606415983,13.519118589917175,org_scope,up_in_2026_scraped
apis,10579,939,0.0033561496946186127,0.0020996048986308964,1.5984672624868994,0.43023723747936504,13.327555643907644,other,up_in_2026_scraped
frameworks,14554,1407,0.004617204145522194,0.0031460533465108324,1.4676178808738125,0.35336092005580877,13.296227880804663,other,up_in_2026_scraped
llms,2551,80,0.0008092955733974932,0.00017888007656067278,4.524235392548008,1.300857727267645,13.144367097614154,ai_concept,up_in_2026_scraped
rag,2128,17,0.0006751003450371876,3.801201626914296e-05,17.760182471173312,2.136330475756914,13.130055064686461,ai_concept,up_in_2026_scraped
operate,3129,140,0.0009926639941829699,0.00031304013398117733,3.1710438580461933,1.02012538221412,13.053868846205305,other,up_in_2026_scraped
governance,3865,216,0.001226157346601847,0.00048297620671381645,2.5387531094847415,0.8347047571695363,12.957195971199985,other,up_in_2026_scraped
optimization,6330,477,0.0020081697293634388,0.0010665724564930114,1.8828254162558127,0.5758435461282057,12.905569562428457,other,up_in_2026_scraped
cloud-native,2553,92,0.0008099300662029793,0.00020571208804477369,3.9372021056278244,1.1935316381092864,12.701414853933889,other,up_in_2026_scraped
architectures,6009,455,0.0019063336340829232,0.0010173804354388263,1.8737667520219858,0.5715339956887124,12.50452267957554,responsibilities_verbs,up_in_2026_scraped
inference,1918,18,0.0006084786004611494,4.024801722615137e-05,15.118225502691027,2.061138461805089,12.478517812919707,other,up_in_2026_scraped
clearance,6712,545,0.00212935785521128,0.0012186205215695832,1.7473510559863763,0.5095909705893078,12.124039315737159,other,up_in_2026_scraped
exposure,3966,255,0.0012581992332788938,0.0005701802440371444,2.2066692882416463,0.7144302764958885,11.883901172867272,other,up_in_2026_scraped
teams,27373,3083,0.008683985782285214,0.0068935909504569265,1.25971875103927,0.21431554691198507,11.774014262829002,credential,up_in_2026_scraped
real-world,1917,52,0.0006081613540584064,0.0001162720497644373,5.2305034209899794,1.4089705563051416,11.714892802132612,other,up_in_2026_scraped
prompt,1931,59,0.0006126028036968089,0.00013192405646349616,4.643601933710387,1.3204405879114613,11.498686860632445,ai_concept,up_in_2026_scraped
directly,3717,242,0.001179204878995877,0.0005411122315960352,2.179224216606153,0.7035373487551988,11.386751267256859,other,up_in_2026_scraped
high-performance,2574,128,0.0008165922406605831,0.00028620812249707643,2.853141390733677,0.9327268736253762,11.28177524948385,metrics_perf,up_in_2026_scraped
practical,3255,197,0.0010326370409285929,0.0004404921885306567,2.344280029966354,0.766510343012806,11.273092291496596,other,up_in_2026_scraped
workloads,2069,81,0.0006563828072753483,0.00018111607751768118,3.624100169744842,1.1278663938826519,11.148729011399862,other,up_in_2026_scraped
genai,1542,31,0.0004891939530297666,6.93160296672607e-05,7.057443355859466,1.619117544716774,10.905809672053971,other,up_in_2026_scraped
production-grade,1445,17,0.0004584210519636918,3.801201626914296e-05,12.059898341562706,1.9446610842873087,10.818598081312803,other,up_in_2026_scraped
ai-driven,1456,25,0.0004619107623938652,5.590002392521024e-05,8.263158581324847,1.7219564596483767,10.720595911590522,ai_generic,up_in_2026_scraped
deliver,9140,883,0.002899632121071379,0.0019743888450384256,1.4686226213028195,0.3534695296152295,10.537121364090199,responsibilities_verbs,up_in_2026_scraped
generative,2289,116,0.000726177015878817,0.0002593761110129755,2.799706623107204,0.9168854540324984,10.536382386032464,ai_concept,up_in_2026_scraped
high-impact,1341,15,0.0004254274260784157,3.3540014355126145e-05,12.684175432184775,1.9717176956509537,10.42780805358555,other,up_in_2026_scraped
ai-powered,1350,21,0.00042828264370310307,4.6956020097176604e-05,9.120931518828936,1.7834193782372907,10.37583334163385,ai_generic,up_in_2026_scraped
improve,9265,911,0.002939287921414259,0.002036996871834661,1.4429516127665587,0.3374570099615717,10.201823027082193,other,up_in_2026_scraped
translate,4061,312,0.0012883376415394826,0.0006976322985866237,1.8467287769640328,0.5584013975352011,10.103206180263008,metrics_perf,up_in_2026_scraped
claude,1349,1,0.00042796539730036,2.2360009570084096e-06,191.39768073844812,2.655452382534725,10.0582819291802,ai_tool,up_in_2026_scraped
outcomes,2052,104,0.0006509896184287166,0.0002325440995288746,2.79942436616365,0.9167560094106273,9.975008125091819,other,up_in_2026_scraped
