archetype,archetype_name,n,share,period_2024_share,period_2026_share,junior_share_3level,mid_share_3level,senior_share_3level,entry_share_final,associate_share_final,mid_senior_share_final,director_share_final,unknown_share_final,mean_description_length,mean_yoe
11,Requirements / Compliance,871,0.1612962962962963,0.5832376578645235,0.4167623421354764,0.0826636050516647,0.0137772675086107,0.4006888633754305,0.0826636050516647,0.0137772675086107,0.3938002296211251,0.0068886337543053,0.5028702640642939,4711.982778415614,4.990259740259741
1,Cross-functional / Delivery,520,0.0962962962962963,0.4346153846153846,0.5653846153846154,0.0923076923076923,0.0076923076923076,0.4769230769230769,0.0923076923076923,0.0076923076923076,0.4711538461538461,0.0057692307692307,0.4230769230769231,4383.332692307692,5.250746268656717
12,DevOps / Infra,460,0.0851851851851851,0.4478260869565217,0.5521739130434783,0.0478260869565217,0.0043478260869565,0.4739130434782608,0.0478260869565217,0.0043478260869565,0.4652173913043478,0.008695652173913,0.4739130434782608,4129.876086956522,5.480565371024735
5,Generic Workflow / Admin,451,0.0835185185185185,0.4035476718403548,0.5964523281596452,0.0842572062084257,0.0066518847006651,0.541019955654102,0.0842572062084257,0.0066518847006651,0.5299334811529933,0.0110864745011086,0.368070953436807,5131.084257206208,5.279693486590039
0,Requirements / Boilerplate,406,0.0751851851851851,0.770935960591133,0.229064039408867,0.0369458128078817,0.0024630541871921,0.3940886699507389,0.0369458128078817,0.0024630541871921,0.3916256157635468,0.0024630541871921,0.5665024630541872,2635.391625615764,5.60655737704918
8,Embedded / Firmware,398,0.0737037037037037,0.6030150753768844,0.3969849246231156,0.1708542713567839,0.0025125628140703,0.2939698492462311,0.1708542713567839,0.0025125628140703,0.2939698492462311,0.0,0.5326633165829145,3974.721105527638,4.438247011952191
3,Frontend / Web,353,0.0653703703703703,0.6288951841359773,0.3711048158640226,0.0538243626062322,0.0,0.4164305949008499,0.0538243626062322,0.0,0.4135977337110481,0.0028328611898017,0.5297450424929179,3260.3909348441925,5.109452736318408
9,Backend / Data Platform,337,0.0624074074074074,0.5875370919881305,0.4124629080118694,0.0356083086053412,0.0207715133531157,0.5192878338278932,0.0356083086053412,0.0207715133531157,0.5074183976261127,0.0118694362017804,0.4243323442136498,4090.6646884273,5.193548387096774
2,Backend / API,310,0.0574074074074074,0.3354838709677419,0.6645161290322581,0.0741935483870967,0.0032258064516129,0.5258064516129032,0.0741935483870967,0.0032258064516129,0.5225806451612903,0.0032258064516129,0.3967741935483871,4007.377419354839,5.194594594594594
6,AI / LLM workflows,306,0.0566666666666666,0.1666666666666666,0.8333333333333334,0.0718954248366013,0.0032679738562091,0.5065359477124183,0.0718954248366013,0.0032679738562091,0.5,0.0065359477124183,0.4183006535947712,5044.477124183007,5.317948717948718
13,DevOps / Tooling,277,0.0512962962962963,0.3429602888086642,0.6570397111913358,0.0902527075812274,0.0108303249097472,0.4620938628158845,0.0902527075812274,0.0108303249097472,0.4548736462093863,0.0072202166064981,0.4368231046931408,5130.0541516245485,4.983957219251337
4,Frontend / Angular,217,0.0401851851851851,0.6589861751152074,0.3410138248847926,0.0460829493087557,0.0092165898617511,0.4700460829493088,0.0460829493087557,0.0092165898617511,0.4654377880184331,0.0046082949308755,0.4746543778801843,3279.6359447004606,5.504065040650406
10,Data Engineering / ETL,199,0.0368518518518518,0.4874371859296482,0.5125628140703518,0.0452261306532663,0.0050251256281407,0.4522613065326633,0.0452261306532663,0.0050251256281407,0.4522613065326633,0.0,0.4974874371859296,4027.035175879397,4.98581560283688
14,Embedded / Systems,191,0.0353703703703703,0.3403141361256545,0.6596858638743456,0.0785340314136125,0.0104712041884816,0.4345549738219895,0.0785340314136125,0.0104712041884816,0.4293193717277487,0.0052356020942408,0.4764397905759162,4250.282722513089,5.4
7,Mobile / iOS,104,0.0192592592592592,0.4807692307692308,0.5192307692307693,0.1153846153846153,0.0,0.4519230769230769,0.1153846153846153,0.0,0.4519230769230769,0.0,0.4326923076923077,3990.576923076923,4.775862068965517
