company,n,j1,j2,j3,j4,n_yoe,is_aggregator,mode_industry,sources_present,n_sources,j1_share,j2_share,j3_share,j4_share,flag
Emonics LLC,13,9.0,9.0,0.0,0.0,2.0,False,"Staffing and Recruiting, IT Services and IT Consulting, and Business Consulting and Services","['kaggle_asaniczka', 'scraped']",2,0.6923076923076923,0.6923076923076923,0.0,0.0,True
Employvision Inc.,6,0.0,0.0,1.0,1.0,3.0,True,Software Development,['scraped'],1,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Empower Professionals,20,0.0,0.0,1.0,4.0,12.0,True,Information Technology & Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.08333333333333333,0.3333333333333333,False
Energy Jobline,71,1.0,1.0,7.0,10.0,51.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.014084507042253521,0.014084507042253521,0.13725490196078433,0.19607843137254902,False
Enexus Global Inc.,23,0.0,0.0,2.0,5.0,14.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.14285714285714285,0.35714285714285715,False
Enfabrica,5,0.0,0.0,0.0,2.0,3.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.6666666666666666,True
Enlighten,22,2.0,2.0,3.0,3.0,21.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.09090909090909091,0.09090909090909091,0.14285714285714285,0.14285714285714285,False
Enova International,5,0.0,0.0,2.0,2.0,5.0,False,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.4,0.4,False
Entegee,17,1.0,1.0,0.0,0.0,13.0,False,Consumer Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.058823529411764705,0.058823529411764705,0.0,0.0,False
Enterprise Engineering Inc. (EEI),5,0.0,0.0,0.0,0.0,5.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
Enterprise Solutions Inc.,7,0.0,0.0,0.0,0.0,3.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Envision Technology Solutions,24,0.0,0.0,2.0,3.0,10.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.2,0.3,False
Epic,8,1.0,1.0,1.0,1.0,2.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.125,0.125,0.5,0.5,False
Epic Games,5,0.0,0.0,4.0,4.0,4.0,False,Computer Games,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,1.0,1.0,True
Epsilon,11,1.0,1.0,1.0,3.0,9.0,False,Advertising Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.09090909090909091,0.09090909090909091,0.1111111111111111,0.3333333333333333,False
Equifax,35,0.0,0.0,16.0,17.0,34.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.47058823529411764,0.5,False
Equinix,6,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Erias Ventures,45,0.0,0.0,1.0,3.0,4.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.25,0.75,True
Ernst & Young,24,0.0,0.0,5.0,11.0,22.0,False,Professional Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.22727272727272727,0.5,False
Esri,69,0.0,2.0,32.0,32.0,62.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.028985507246376812,0.5161290322580645,0.5161290322580645,False
Etched,5,0.0,0.0,0.0,0.0,2.0,False,Computer Hardware Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Etsy,8,0.0,0.0,1.0,1.0,3.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.3333333333333333,0.3333333333333333,False
Euna Solutions,5,0.0,0.0,0.0,0.0,2.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
EvenUp,13,2.0,2.0,1.0,1.0,5.0,False,"Technology, Information and Internet",['scraped'],1,0.15384615384615385,0.15384615384615385,0.2,0.2,False
EverWatch,9,1.0,1.0,0.0,0.0,8.0,False,Defense and Space Manufacturing,['scraped'],1,0.1111111111111111,0.1111111111111111,0.0,0.0,False
"Everest Consultants, Inc.",6,0.0,0.0,0.0,0.0,2.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.0,0.0,0.0,0.0,False
Evolve Group,7,0.0,0.0,2.0,3.0,5.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.4,0.6,False
ExaTech Inc,11,0.0,0.0,0.0,1.0,7.0,True,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.14285714285714285,False
Exact Sciences,6,0.0,0.0,0.0,1.0,6.0,False,Biotechnology Research,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.16666666666666666,False
Excelon Solutions,12,0.0,0.0,0.0,0.0,6.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Executive Staff Recruiters / ESR Healthcare,7,0.0,0.0,1.0,1.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.2,0.2,False
ExecutivePlacements.com,11,0.0,0.0,0.0,0.0,10.0,False,Advertising Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Exelon,7,0.0,0.0,1.0,1.0,7.0,False,Utilities,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.14285714285714285,0.14285714285714285,False
Exiger,5,0.0,0.0,1.0,1.0,5.0,False,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2,0.2,False
Expedia Group,61,0.0,0.0,14.0,18.0,52.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.2692307692307692,0.34615384615384615,False
Expedite Talent Solutions,8,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
Expedition Technology,5,0.0,0.0,1.0,1.0,5.0,False,Defense and Space Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2,0.2,False
Experfy,35,0.0,0.0,1.0,5.0,20.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.05,0.25,False
Experient Group,8,0.0,0.0,0.0,0.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Experis,102,2.0,2.0,9.0,18.0,61.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0196078431372549,0.0196078431372549,0.14754098360655737,0.29508196721311475,False
Extend Information Systems Inc.,58,0.0,0.0,3.0,3.0,40.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.075,0.075,False
Extreme Networks,6,0.0,0.0,0.0,1.0,6.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.16666666666666666,False
F5,14,0.0,0.0,1.0,1.0,13.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.07692307692307693,0.07692307692307693,False
FANTOM CORPORATION,15,0.0,0.0,0.0,0.0,6.0,False,Information Technology & Services,['scraped'],1,0.0,0.0,0.0,0.0,False
FANUC America Corporation,6,0.0,0.0,0.0,0.0,4.0,False,Automation Machinery Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
FIS,75,2.0,2.0,6.0,12.0,44.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.02666666666666667,0.02666666666666667,0.13636363636363635,0.2727272727272727,False
FIS Global,11,0.0,0.0,0.0,0.0,3.0,True,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
FOTOMILL STUDIOS LIMITED,7,1.0,1.0,1.0,1.0,4.0,False,Aviation and Aerospace Component Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.14285714285714285,0.14285714285714285,0.25,0.25,False
FOX Tech,10,0.0,0.0,0.0,0.0,4.0,False,Broadcast Media Production and Distribution,['scraped'],1,0.0,0.0,0.0,0.0,False
FTI - Frontier Technology Inc,7,0.0,0.0,0.0,0.0,7.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
FUSTIS LLC,11,0.0,0.0,0.0,2.0,6.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.3333333333333333,False
Falcon Smart IT (FalconSmartIT),5,0.0,0.0,0.0,0.0,4.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
FanDuel,19,0.0,0.0,0.0,4.0,7.0,False,Gambling Facilities and Casinos,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.5714285714285714,False
Fanatics,38,0.0,0.0,5.0,8.0,32.0,False,"Technology, Information and Internet","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.15625,0.25,False
Fannie Mae,13,0.0,0.0,6.0,6.0,13.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.46153846153846156,0.46153846153846156,False
"Farfield Systems, Inc",27,0.0,0.0,1.0,1.0,17.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.058823529411764705,0.058823529411764705,False
FastTek Global,32,0.0,0.0,1.0,2.0,27.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.037037037037037035,0.07407407407407407,False
Fearless,11,1.0,1.0,0.0,0.0,9.0,False,Software Development,['scraped'],1,0.09090909090909091,0.09090909090909091,0.0,0.0,False
Federal Home Loan Bank of Chicago,5,0.0,0.0,0.0,0.0,5.0,False,Banking,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Fidelity Investments,75,0.0,0.0,6.0,10.0,54.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.1111111111111111,0.18518518518518517,False
FieldAI,27,1.0,1.0,3.0,9.0,13.0,False,Robotics Engineering,['scraped'],1,0.037037037037037035,0.037037037037037035,0.23076923076923078,0.6923076923076923,True
Figma,17,0.0,0.0,3.0,3.0,13.0,False,Design Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.23076923076923078,0.23076923076923078,False
Figure,7,0.0,0.0,0.0,0.0,4.0,False,Machinery Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
FinTech LLC,9,0.0,0.0,0.0,0.0,6.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
Find Great People | FGP,6,0.0,0.0,0.0,1.0,3.0,False,Telecommunications,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.3333333333333333,False
Finoit Inc,8,0.0,0.0,0.0,2.0,8.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.25,False
Fireworks AI,5,1.0,1.0,1.0,2.0,5.0,False,Software Development,['scraped'],1,0.2,0.2,0.2,0.4,False
First American,8,0.0,0.0,2.0,2.0,6.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.3333333333333333,0.3333333333333333,False
First Citizens Bank,14,0.0,0.0,1.0,1.0,14.0,False,Banking,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.07142857142857142,0.07142857142857142,False
First Horizon Bank,8,0.0,0.0,1.0,1.0,8.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.125,0.125,False
First Soft Solutions LLC,11,0.0,0.0,0.0,1.0,5.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.2,False
"First Tek, Inc.",7,0.0,0.0,0.0,0.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Fiserv,23,0.0,0.0,1.0,9.0,23.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.043478260869565216,0.391304347826087,False
Fisher Investments,12,0.0,0.0,1.0,1.0,12.0,False,Financial Services,['scraped'],1,0.0,0.0,0.08333333333333333,0.08333333333333333,False
Fisker,5,0.0,0.0,0.0,0.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Fitch Group,5,0.0,0.0,0.0,0.0,5.0,False,Financial Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Five Cubes,24,0.0,0.0,1.0,1.0,1.0,False,,['kaggle_asaniczka'],1,0.0,0.0,1.0,1.0,True
Fivetran,15,0.0,0.0,0.0,0.0,6.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Flex,14,0.0,0.0,0.0,1.0,11.0,False,Financial Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.09090909090909091,False
FlexTrade,5,0.0,1.0,2.0,2.0,3.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.2,0.6666666666666666,0.6666666666666666,True
Flexton Inc.,11,1.0,1.0,2.0,3.0,5.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.09090909090909091,0.09090909090909091,0.4,0.6,False
FloQast,8,0.0,0.0,0.0,0.0,5.0,False,Software Development,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Flow Engineering,6,0.0,0.0,0.0,2.0,4.0,False,Software Development,['scraped'],1,0.0,0.0,0.0,0.5,False
Fluidstack,6,0.0,0.0,0.0,2.0,3.0,False,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.0,0.6666666666666666,True
Fora Travel,6,1.0,1.0,1.0,5.0,6.0,False,"Software Development, Technology, Information and Internet, and IT Services and IT Consulting","['kaggle_asaniczka', 'scraped']",2,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.8333333333333334,True
Ford Motor Company,62,1.0,1.0,12.0,27.0,56.0,False,Motor Vehicle Manufacturing,"['kaggle_arshkon', 'scraped']",2,0.016129032258064516,0.016129032258064516,0.21428571428571427,0.48214285714285715,False
Forge,11,0.0,0.0,0.0,3.0,11.0,False,Financial Services,['scraped'],1,0.0,0.0,0.0,0.2727272727272727,False
Form Energy,6,0.0,0.0,1.0,1.0,6.0,False,Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.16666666666666666,0.16666666666666666,False
Forterra,5,0.0,0.0,1.0,2.0,5.0,False,Defense and Space Manufacturing,['scraped'],1,0.0,0.0,0.2,0.4,False
Fortinet,16,2.0,2.0,0.0,2.0,12.0,False,Computer and Network Security,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.125,0.125,0.0,0.16666666666666666,False
Forward,18,0.0,0.0,3.0,3.0,4.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.75,0.75,True
Foxconn Industrial Internet - FII,17,1.0,1.0,8.0,11.0,12.0,False,Computers and Electronics Manufacturing,['scraped'],1,0.058823529411764705,0.058823529411764705,0.6666666666666666,0.9166666666666666,True
Franklin Fitch,26,0.0,0.0,0.0,1.0,6.0,False,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.16666666666666666,False
Freddie Mac,6,1.0,1.0,3.0,3.0,5.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.16666666666666666,0.16666666666666666,0.6,0.6,False
Freeform,18,2.0,2.0,0.0,2.0,16.0,False,"Technology, Information and Internet, Software Development, and IT Services and IT Consulting","['kaggle_asaniczka', 'scraped']",2,0.1111111111111111,0.1111111111111111,0.0,0.125,False
Freshworks,8,0.0,0.0,0.0,2.0,6.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.3333333333333333,False
FullStack,7,0.0,0.0,0.0,0.0,7.0,False,"IT Services and IT Consulting, Computer and Network Security, and Information Services",['scraped'],1,0.0,0.0,0.0,0.0,False
Fusion Technology LLC,9,0.0,0.0,2.0,2.0,5.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.4,0.4,False
Futran Solutions,19,1.0,1.0,0.0,1.0,10.0,True,Information Technology & Services,"['kaggle_asaniczka', 'scraped']",2,0.05263157894736842,0.05263157894736842,0.0,0.1,False
Future Secure AI,7,0.0,0.0,1.0,1.0,4.0,False,Software Development,['scraped'],1,0.0,0.0,0.25,0.25,False
FutureTech Consultants LLC,6,0.0,0.0,0.0,1.0,4.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.25,False
Futurex,5,0.0,0.0,0.0,2.0,3.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.6666666666666666,True
GA-CCRi,10,0.0,0.0,5.0,5.0,10.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.5,0.5,False
GAC Solutions,5,0.0,0.0,0.0,0.0,3.0,True,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
GBIT (Global Bridge InfoTech Inc),11,0.0,0.0,0.0,0.0,11.0,False,IT Services and IT Consulting,['scraped'],1,0.0,0.0,0.0,0.0,False
GDH,8,0.0,0.0,0.0,0.0,5.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
GE Aerospace,12,1.0,1.0,1.0,3.0,11.0,False,Aviation and Aerospace Component Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka']",2,0.08333333333333333,0.08333333333333333,0.09090909090909091,0.2727272727272727,False
GE HealthCare,22,0.0,0.0,0.0,3.0,18.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.16666666666666666,False
GE Vernova,8,0.0,0.0,1.0,2.0,8.0,False,Electric Power Generation,['scraped'],1,0.0,0.0,0.125,0.25,False
"GEI Consultants, Inc.",5,0.0,0.0,1.0,1.0,5.0,False,Civil Engineering,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.2,0.2,False
GEICO,75,0.0,0.0,11.0,21.0,68.0,False,Insurance,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.16176470588235295,0.3088235294117647,False
GM Financial,24,2.0,2.0,6.0,6.0,21.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.08333333333333333,0.08333333333333333,0.2857142857142857,0.2857142857142857,False
GRAIL,13,1.0,1.0,4.0,7.0,12.0,False,Software Development,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.07692307692307693,0.07692307692307693,0.3333333333333333,0.5833333333333334,False
GRVTY,34,0.0,0.0,1.0,3.0,9.0,False,Software Development,['scraped'],1,0.0,0.0,0.1111111111111111,0.3333333333333333,False
GSK,9,0.0,0.0,3.0,4.0,9.0,False,Pharmaceutical Manufacturing,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.3333333333333333,0.4444444444444444,False
Gables Search Group,18,0.0,0.0,1.0,2.0,15.0,False,Human Resources Services,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.06666666666666667,0.13333333333333333,False
Gainwell Technologies,7,0.0,0.0,0.0,1.0,4.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.25,False
Galactic Minds INC,11,0.0,0.0,0.0,0.0,7.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Galapagos Federal Systems,7,1.0,1.0,0.0,3.0,6.0,False,Professional Services,['scraped'],1,0.14285714285714285,0.14285714285714285,0.0,0.5,False
Galaxy,5,0.0,0.0,1.0,1.0,5.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.2,0.2,False
Galaxy i technologies Inc,9,0.0,0.0,3.0,3.0,8.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.375,0.375,False
Galent,8,0.0,0.0,0.0,0.0,4.0,True,"Technology, Information and Internet",['scraped'],1,0.0,0.0,0.0,0.0,False
Galileo Financial Technologies,5,0.0,0.0,2.0,2.0,5.0,False,Financial Services,['scraped'],1,0.0,0.0,0.4,0.4,False
Gallagher,9,0.0,0.0,1.0,2.0,7.0,False,Insurance,['scraped'],1,0.0,0.0,0.14285714285714285,0.2857142857142857,False
Gallin Associates,6,0.0,0.0,0.0,1.0,6.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.16666666666666666,False
GameStop,9,0.0,0.0,0.0,1.0,9.0,False,Retail,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.1111111111111111,False
Gap,7,0.0,0.0,0.0,0.0,1.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
"Gardner Resources Consulting, LLC",10,0.0,0.0,0.0,1.0,7.0,False,Hospitals and Health Care,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.14285714285714285,False
Garmin,48,0.0,0.0,15.0,16.0,42.0,False,Computers and Electronics Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.35714285714285715,0.38095238095238093,False
Garner Health,12,0.0,0.0,3.0,5.0,12.0,False,Software Development,['scraped'],1,0.0,0.0,0.25,0.4166666666666667,False
Gartner,11,0.0,0.0,2.0,3.0,10.0,False,"IT Services and IT Consulting, Information Services, and Research Services",['scraped'],1,0.0,0.0,0.2,0.3,False
Gemini Solutions Pvt Ltd,5,0.0,0.0,0.0,0.0,5.0,False,IT Services and IT Consulting and Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
"Gemini, Inc.",5,0.0,0.0,0.0,1.0,5.0,False,Financial Services,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.2,False
Genentech,18,0.0,0.0,4.0,7.0,17.0,False,Biotechnology Research,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.23529411764705882,0.4117647058823529,False
Generac,7,0.0,1.0,2.0,3.0,5.0,False,Electric Power Generation,"['kaggle_arshkon', 'scraped']",2,0.0,0.14285714285714285,0.4,0.6,False
Generac Grid Services,12,0.0,0.0,2.0,4.0,11.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.18181818181818182,0.36363636363636365,False
Generac Power Systems,8,0.0,0.0,0.0,1.0,2.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.5,False
General Atomics,29,1.0,1.0,3.0,3.0,22.0,False,Defense and Space Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.034482758620689655,0.034482758620689655,0.13636363636363635,0.13636363636363635,False
General Atomics Aeronautical Systems,32,0.0,1.0,12.0,12.0,27.0,False,Defense and Space Manufacturing and Aviation and Aerospace Component Manufacturing,['scraped'],1,0.0,0.03125,0.4444444444444444,0.4444444444444444,False
General Dynamics Information Technology,94,2.0,3.0,13.0,19.0,94.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.02127659574468085,0.031914893617021274,0.13829787234042554,0.20212765957446807,False
General Dynamics Mission Systems,81,7.0,7.0,29.0,31.0,70.0,False,Defense and Space Manufacturing,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.08641975308641975,0.08641975308641975,0.4142857142857143,0.44285714285714284,False
General Motors,196,11.0,11.0,17.0,34.0,155.0,True,Motor Vehicle Manufacturing,"['kaggle_arshkon', 'scraped']",2,0.05612244897959184,0.05612244897959184,0.10967741935483871,0.21935483870967742,False
Generis Tek Inc,10,0.0,0.0,0.0,0.0,6.0,True,IT Services and IT Consulting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.0,0.0,False
Genisis Technology Solutions,5,0.0,0.0,0.0,1.0,5.0,False,IT Services and IT Consulting,['kaggle_arshkon'],1,0.0,0.0,0.0,0.2,False
Genius Sports,9,0.0,0.0,0.0,1.0,4.0,False,Spectator Sports,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.25,False
Genpact,14,0.0,0.0,0.0,0.0,7.0,False,Business Consulting and Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.0,False
Gentex Corporation,6,0.0,0.0,0.0,1.0,2.0,False,"Appliances, Electrical, and Electronics Manufacturing","['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.0,0.5,False
Georgia Tech Research Institute,13,2.0,2.0,3.0,5.0,11.0,False,Research Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.15384615384615385,0.15384615384615385,0.2727272727272727,0.45454545454545453,False
Giga,15,2.0,2.0,1.0,1.0,10.0,False,Software Development,['scraped'],1,0.13333333333333333,0.13333333333333333,0.1,0.1,False
Giga Cloud Services,7,0.0,0.0,0.0,0.0,2.0,True,Software Development,['scraped'],1,0.0,0.0,0.0,0.0,False
Glean,16,0.0,0.0,2.0,6.0,8.0,False,Software Development,['scraped'],1,0.0,0.0,0.25,0.75,True
GliaCell Technologies,33,1.0,1.0,0.0,0.0,26.0,False,Internet Publishing,"['kaggle_asaniczka', 'scraped']",2,0.030303030303030304,0.030303030303030304,0.0,0.0,False
Global Connect Technologies,10,0.0,0.0,0.0,0.0,4.0,False,Engineering Services,['scraped'],1,0.0,0.0,0.0,0.0,False
Global Guardian,10,0.0,0.0,0.0,0.0,10.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Global Information Technology,16,0.0,0.0,1.0,5.0,14.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.07142857142857142,0.35714285714285715,False
Global Network Technologies,6,0.0,0.0,0.0,0.0,1.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.0,0.0,False
Global Payments Inc.,11,0.0,0.0,2.0,3.0,9.0,False,Financial Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.2222222222222222,0.3333333333333333,False
Global Placement Firm,10,0.0,0.0,2.0,3.0,7.0,False,,['kaggle_asaniczka'],1,0.0,0.0,0.2857142857142857,0.42857142857142855,False
"Global Soft Systems, Inc.",7,0.0,0.0,0.0,0.0,3.0,True,Software Development,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
"Global Technical Talent, an Inc. 5000 Company",9,0.0,0.0,1.0,3.0,7.0,False,Staffing and Recruiting,"['kaggle_arshkon', 'scraped']",2,0.0,0.0,0.14285714285714285,0.42857142857142855,False
GlobalLogic,12,0.0,0.0,1.0,2.0,6.0,True,Engineering Services,"['kaggle_arshkon', 'kaggle_asaniczka', 'scraped']",3,0.0,0.0,0.16666666666666666,0.3333333333333333,False
GlobalPoint Inc,9,0.0,0.0,0.0,1.0,4.0,False,IT Services and IT Consulting,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.25,False
Globus Medical,9,0.0,0.0,1.0,5.0,8.0,False,Medical Equipment Manufacturing,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.125,0.625,True
Glocomms,11,0.0,0.0,0.0,0.0,7.0,False,Data Infrastructure and Analytics,"['kaggle_asaniczka', 'scraped']",2,0.0,0.0,0.0,0.0,False
