archetype,archetype_name,metric,n_2024,n_2026,mean_2024,mean_2026,median_2024,median_2026,delta_mean,delta_pct
0,T00_software / technical / development,requirement_breadth,4347,5663,12.752933057280883,17.15804343987286,12.0,16.0,4.405110382591976,34.541939197877454
0,T00_software / technical / development,tech_count,4347,5663,6.236024844720497,8.549178880452057,5.0,7.0,2.3131540357315608,37.09340634987861
0,T00_software / technical / development,scope_count,4347,5663,1.2302737520128824,2.142503973159103,1.0,2.0,0.9122302211462208,74.14855593348209
0,T00_software / technical / development,ai_mention,4347,5663,0.09753853232114101,0.4903761257284125,0.0,0.0,0.3928375934072715,402.7511836182569
0,T00_software / technical / development,credential_stack_depth,4347,5663,4.974925235794801,5.764259226558361,5.0,6.0,0.7893339907635601,15.866248302271321
0,T00_software / technical / development,text_len,4347,5663,2212.4658385093167,3506.636588380717,2014.0,3289.0,1294.1707498714004,58.4944963825235
1,T01_ai / learning / machine learning,requirement_breadth,731,5582,14.023255813953488,19.03081332855607,14.0,18.0,5.007557514602583,35.708950767481106
1,T01_ai / learning / machine learning,tech_count,731,5582,7.162790697674419,10.179505553565031,6.0,9.0,3.016714855890612,42.11647363743386
1,T01_ai / learning / machine learning,scope_count,731,5582,1.5348837209302326,2.5741669652454315,1.0,2.0,1.039283244315199,67.71087803871751
1,T01_ai / learning / machine learning,ai_mention,731,5582,0.9247606019151847,0.9734862056610534,1.0,1.0,0.04872560374586865,5.268996499738162
1,T01_ai / learning / machine learning,credential_stack_depth,731,5582,5.6265389876880985,6.047474023647438,6.0,6.0,0.42093503595933957,7.481242676544547
1,T01_ai / learning / machine learning,text_len,731,5582,1876.610123119015,3584.7837692583303,1814.0,3394.0,1708.1736461393152,91.02442884088516
2,T02_cloud / infrastructure / devops,requirement_breadth,1604,2476,14.36284289276808,18.801696284329562,13.0,19.0,4.438853391561482,30.905116937514617
2,T02_cloud / infrastructure / devops,tech_count,1604,2476,8.75997506234414,11.342891760904685,8.0,11.0,2.5829166985605454,29.485434378272828
2,T02_cloud / infrastructure / devops,scope_count,1604,2476,0.9145885286783042,1.6906300484652665,1.0,1.0,0.7760415197869623,84.85143815530249
2,T02_cloud / infrastructure / devops,ai_mention,1604,2476,0.07044887780548628,0.4095315024232633,0.0,0.0,0.33908262461777705,481.317283085765
2,T02_cloud / infrastructure / devops,credential_stack_depth,1604,2476,4.567955112219451,5.359450726978999,5.0,5.0,0.7914956147595475,17.32713206052019
2,T02_cloud / infrastructure / devops,text_len,1604,2476,2043.6109725685785,3339.9648626817448,1852.0,3209.5,1296.3538901131662,63.43447493256518
3,T03_data / analytics / data engineer,requirement_breadth,1534,2468,14.060625814863103,17.792139384116695,14.0,17.0,3.7315135692535915,26.5387445650471
3,T03_data / analytics / data engineer,tech_count,1534,2468,8.014993481095177,9.634927066450567,8.0,9.0,1.6199335853553904,20.211290117406822
3,T03_data / analytics / data engineer,scope_count,1534,2468,1.1538461538461537,2.1564019448946516,1.0,2.0,1.002555791048498,86.88816855753649
3,T03_data / analytics / data engineer,ai_mention,1534,2468,0.22164276401564537,0.5388978930307942,0.0,1.0,0.3172551290151488,143.13804938507008
3,T03_data / analytics / data engineer,credential_stack_depth,1534,2468,4.820078226857888,5.604538087520259,5.0,6.0,0.7844598606623716,16.274836708900164
3,T03_data / analytics / data engineer,text_len,1534,2468,1999.202737940026,3400.8760129659645,1883.0,3263.0,1401.6732750259384,70.11161241556819
4,T04_frontend / web / react,requirement_breadth,1725,1794,13.12231884057971,17.03010033444816,13.0,16.0,3.90778149386845,29.77965663952587
4,T04_frontend / web / react,tech_count,1725,1794,7.91536231884058,9.532329988851728,7.0,9.0,1.6169676700111486,20.428220527092655
4,T04_frontend / web / react,scope_count,1725,1794,1.0556521739130436,2.112597547380156,1.0,2.0,1.0569453734671124,100.12250242892745
4,T04_frontend / web / react,ai_mention,1725,1794,0.06202898550724638,0.4721293199554069,0.0,0.0,0.4101003344481605,661.1430625449317
4,T04_frontend / web / react,credential_stack_depth,1725,1794,4.31536231884058,5.219620958751394,5.0,5.0,0.9042586399108137,20.95440829992146
4,T04_frontend / web / react,text_len,1725,1794,1492.8602898550726,2728.035117056856,1376.0,2521.5,1235.1748272017835,82.73880922384872
5,T05_spring / java / spring boot,requirement_breadth,1088,702,11.784007352941176,17.49145299145299,11.0,17.0,5.707445638511816,48.43382618127179
5,T05_spring / java / spring boot,tech_count,1088,702,8.334558823529411,11.686609686609687,8.0,11.0,3.352050863080276,40.218695842868776
5,T05_spring / java / spring boot,scope_count,1088,702,0.4678308823529412,1.1851851851851851,0.0,1.0,0.717354302832244,153.3362439059885
5,T05_spring / java / spring boot,ai_mention,1088,702,0.015625,0.2948717948717949,0.0,0.0,0.2792467948717949,1787.1794871794873
5,T05_spring / java / spring boot,credential_stack_depth,1088,702,3.552389705882353,4.589743589743589,4.0,5.0,1.0373538838612366,29.201578929910106
5,T05_spring / java / spring boot,text_len,1088,702,1218.5909926470588,2278.821937321937,1054.5,2043.0,1060.2309446748784,87.00465956767117
6,T06_android / mobile / ios,requirement_breadth,455,715,10.918681318681319,13.843356643356643,11.0,14.0,2.9246753246753237,26.785975699019165
6,T06_android / mobile / ios,tech_count,455,715,5.934065934065934,6.685314685314685,5.0,6.0,0.7512487512487507,12.659932659932648
6,T06_android / mobile / ios,scope_count,455,715,0.8879120879120879,1.8405594405594405,1.0,2.0,0.9526473526473527,107.29072907290731
6,T06_android / mobile / ios,ai_mention,455,715,0.026373626373626374,0.32727272727272727,0.0,0.0,0.3008991008991009,1140.9090909090908
6,T06_android / mobile / ios,credential_stack_depth,455,715,4.221978021978022,5.153846153846154,4.0,5.0,0.9318681318681321,22.071837584591364
6,T06_android / mobile / ios,text_len,455,715,1506.032967032967,2839.262937062937,1364.0,2642.0,1333.22997002997,88.52594858242473
7,T07_equipment / sales / customer,requirement_breadth,1396,912,7.418338108882521,10.203947368421053,7.0,9.0,2.785609259538532,37.550314081844256
7,T07_equipment / sales / customer,tech_count,1396,912,1.015759312320917,2.1052631578947367,0.0,1.0,1.0895038455738197,107.26004008611088
7,T07_equipment / sales / customer,scope_count,1396,912,1.0931232091690544,1.888157894736842,1.0,2.0,0.7950346855677877,72.73056494447128
7,T07_equipment / sales / customer,ai_mention,1396,912,0.022922636103151862,0.15679824561403508,0.0,0.0,0.1338756095108832,584.0323464912279
7,T07_equipment / sales / customer,credential_stack_depth,1396,912,4.486389684813753,4.987938596491228,5.0,5.0,0.5015489116774745,11.179343456837849
7,T07_equipment / sales / customer,text_len,1396,912,2399.1232091690545,3632.9495614035086,2280.0,3415.5,1233.8263522344541,51.4282195895139
8,T08_test / testing / automation,requirement_breadth,613,530,11.272430668841762,15.354716981132075,10.0,15.0,4.082286312290313,36.214783059825784
8,T08_test / testing / automation,tech_count,613,530,5.564437194127243,8.09811320754717,5.0,7.0,2.533676013419927,45.53337426638567
8,T08_test / testing / automation,scope_count,613,530,1.1239804241435563,1.6905660377358491,1.0,1.0,0.5665856135922929,50.40885067228963
8,T08_test / testing / automation,ai_mention,613,530,0.02773246329526917,0.27358490566037735,0.0,0.0,0.24585244236510817,886.5149833518312
8,T08_test / testing / automation,credential_stack_depth,613,530,4.553017944535074,5.10377358490566,5.0,5.0,0.5507556403705864,12.096496150023986
8,T08_test / testing / automation,text_len,613,530,1854.747145187602,2920.0,1674.0,2750.0,1065.252854812398,57.43385871094849
9,T09_net / aspnet / net core,requirement_breadth,1270,382,11.222047244094489,16.356020942408378,11.0,15.5,5.1339736983138895,45.74899380338647
9,T09_net / aspnet / net core,tech_count,1270,382,6.888188976377953,9.714659685863875,6.0,9.0,2.826470709485922,41.03358254512027
9,T09_net / aspnet / net core,scope_count,1270,382,0.7047244094488189,1.3429319371727748,0.0,1.0,0.638207527723956,90.56129164351107
9,T09_net / aspnet / net core,ai_mention,1270,382,0.013385826771653543,0.306282722513089,0.0,0.0,0.29289689574143546,2188.112103480136
9,T09_net / aspnet / net core,credential_stack_depth,1270,382,4.0740157480314965,5.028795811518324,4.0,5.0,0.9547800634868278,23.435846165989005
9,T09_net / aspnet / net core,text_len,1270,382,1516.0338582677166,2539.023560209424,1456.0,2169.0,1022.9897019417074,67.47802473954097
10,T10_embedded / firmware / embedded software,requirement_breadth,816,734,7.417892156862745,10.322888283378747,7.0,10.0,2.904996126516002,39.162016177714484
10,T10_embedded / firmware / embedded software,tech_count,816,734,2.5061274509803924,3.2629427792915533,2.0,3.0,0.7568153283111609,30.19859696341845
10,T10_embedded / firmware / embedded software,scope_count,816,734,0.7193627450980392,1.44141689373297,0.0,1.0,0.7220541486349309,100.37413718672974
10,T10_embedded / firmware / embedded software,ai_mention,816,734,0.06495098039215687,0.2779291553133515,0.0,0.0,0.21297817492119464,327.90602025602794
10,T10_embedded / firmware / embedded software,credential_stack_depth,816,734,4.3786764705882355,5.283378746594005,5.0,6.0,0.9047022760057697,20.66154652171027
10,T10_embedded / firmware / embedded software,text_len,816,734,1709.5600490196077,2949.6117166212534,1595.5,2868.0,1240.0516676016457,72.53630361289655
11,T11_aws / services / years noninternship,requirement_breadth,728,974,14.82967032967033,17.480492813141684,14.0,16.0,2.6508224834713534,17.875127528410015
11,T11_aws / services / years noninternship,tech_count,728,974,9.31456043956044,9.722792607802875,9.0,9.0,0.408232168242435,4.382731433129225
11,T11_aws / services / years noninternship,scope_count,728,974,1.0576923076923077,1.8593429158110883,1.0,2.0,0.8016506081187806,75.79242113123017
11,T11_aws / services / years noninternship,ai_mention,728,974,0.09065934065934066,0.3870636550308008,0.0,0.0,0.29640431437146014,326.9429407006409
11,T11_aws / services / years noninternship,credential_stack_depth,728,974,4.638736263736264,5.524640657084189,5.0,6.0,0.8859043933479249,19.097968562549287
11,T11_aws / services / years noninternship,text_len,728,974,1841.01510989011,3316.611909650924,1715.5,3309.5,1475.5967997608143,80.15125958683156
12,T12_flight / software / vehicle,requirement_breadth,515,749,9.733980582524271,13.16822429906542,9.0,12.0,3.4342437165411486,35.28097973306786
12,T12_flight / software / vehicle,tech_count,515,749,2.957281553398058,5.073431241655541,2.0,4.0,2.116149688257483,71.55726129038764
12,T12_flight / software / vehicle,scope_count,515,749,1.4679611650485438,2.0640854472630172,1.0,2.0,0.5961242822144734,40.60899541540394
12,T12_flight / software / vehicle,ai_mention,515,749,0.062135922330097085,0.19225634178905207,0.0,0.0,0.13012041945895497,209.41255006675567
12,T12_flight / software / vehicle,credential_stack_depth,515,749,5.025242718446602,5.566088117489986,5.0,6.0,0.5408453990433841,10.762572662571205
12,T12_flight / software / vehicle,text_len,515,749,2623.8699029126215,3770.8571428571427,2617.0,3659.0,1146.9872399445212,43.71357126629298
13,T13_radar / clearance / missile,requirement_breadth,991,435,8.238143289606459,12.32183908045977,8.0,12.0,4.0836957908533105,49.57058462439527
13,T13_radar / clearance / missile,tech_count,991,435,2.8688193743693238,4.705747126436782,2.0,3.0,1.8369277520674578,64.03079149837674
13,T13_radar / clearance / missile,scope_count,991,435,0.739656912209889,1.5977011494252873,0.0,1.0,0.8580442372153982,116.00570792366433
13,T13_radar / clearance / missile,ai_mention,991,435,0.04742684157416751,0.2,0.0,0.0,0.1525731584258325,321.70212765957444
13,T13_radar / clearance / missile,credential_stack_depth,991,435,4.769929364278506,5.462068965517242,5.0,6.0,0.6921396012387353,14.510479052836613
13,T13_radar / clearance / missile,text_len,991,435,2326.3572149344095,3607.8505747126437,2156.0,3414.0,1281.4933597782342,55.08583770160015
15,T15_site reliability / sre / reliability,requirement_breadth,265,446,14.4,18.876681614349774,13.0,18.0,4.476681614349774,31.088066766317873
15,T15_site reliability / sre / reliability,tech_count,265,446,7.90566037735849,10.605381165919283,6.0,10.0,2.699720788560793,34.149212838597144
15,T15_site reliability / sre / reliability,scope_count,265,446,1.3660377358490565,2.0605381165919283,1.0,2.0,0.6945003807428718,50.840497485320725
15,T15_site reliability / sre / reliability,ai_mention,265,446,0.03018867924528302,0.34977578475336324,0.0,0.0,0.3195871055080802,1058.6322869955159
15,T15_site reliability / sre / reliability,credential_stack_depth,265,446,4.735849056603773,5.42152466367713,5.0,6.0,0.6856756070733567,14.47840923302307
15,T15_site reliability / sre / reliability,text_len,265,446,2456.256603773585,3762.6367713004483,2399.0,3606.0,1306.3801675268633,53.18581802568393
16,T16_python / python developer / django,requirement_breadth,335,189,9.985074626865671,14.116402116402117,9.0,13.0,4.131327489536446,41.375028669498036
16,T16_python / python developer / django,tech_count,335,189,6.471641791044776,8.645502645502646,6.0,8.0,2.1738608544578693,33.59056209609715
16,T16_python / python developer / django,scope_count,335,189,0.5014925373134328,1.1957671957671958,0.0,1.0,0.694274658453763,138.4416729654825
16,T16_python / python developer / django,ai_mention,335,189,0.14925373134328357,0.5608465608465608,0.0,1.0,0.41159282950327725,275.7671957671958
16,T16_python / python developer / django,credential_stack_depth,335,189,3.656716417910448,4.613756613756614,4.0,5.0,0.9570401958461661,26.172119641507397
16,T16_python / python developer / django,text_len,335,189,1064.202985074627,1927.6772486772486,882.0,1739.0,863.4742636026217,81.13811704278116
17,T17_typescript sql / javascript java / sql python,requirement_breadth,274,354,14.587591240875913,18.0225988700565,15.0,19.0,3.4350076291805856,23.54746285702978
17,T17_typescript sql / javascript java / sql python,tech_count,274,354,10.226277372262773,11.63276836158192,11.0,13.0,1.4064909893191473,13.753694899123712
17,T17_typescript sql / javascript java / sql python,scope_count,274,354,0.3978102189781022,0.6949152542372882,0.0,0.0,0.29710503525918597,74.68511895506143
17,T17_typescript sql / javascript java / sql python,ai_mention,274,354,0.145985401459854,0.423728813559322,0.0,0.0,0.277743412099468,190.25423728813558
17,T17_typescript sql / javascript java / sql python,credential_stack_depth,274,354,4.718978102189781,5.279661016949152,5.0,5.0,0.5606829147593713,11.881447690956515
17,T17_typescript sql / javascript java / sql python,text_len,274,354,1283.3613138686133,2797.587570621469,1248.0,3092.0,1514.2262567528555,117.98908385264583
18,T18_systems engineering / systems engineer / systems,requirement_breadth,1097,142,8.350957155879671,10.47887323943662,8.0,10.0,2.127916083556949,25.481104067918054
18,T18_systems engineering / systems engineer / systems,tech_count,1097,142,2.0382862351868734,2.8098591549295775,1.0,2.0,0.7715729197427041,37.85400236841442
18,T18_systems engineering / systems engineer / systems,scope_count,1097,142,1.2333637192342752,1.7746478873239437,1.0,1.0,0.5412841680896685,43.8868242715718
18,T18_systems engineering / systems engineer / systems,ai_mention,1097,142,0.02552415679124886,0.09859154929577464,0.0,0.0,0.07306739250452578,286.26760563380276
18,T18_systems engineering / systems engineer / systems,credential_stack_depth,1097,142,4.919781221513218,5.232394366197183,5.0,5.0,0.31261314468396506,6.3542082586309
18,T18_systems engineering / systems engineer / systems,text_len,1097,142,2553.3363719234276,3302.5281690140846,2361.0,2984.0,749.191797090657,29.341680372738786
19,T19_servicenow / itsm / servicenow platform,requirement_breadth,260,183,8.6,12.819672131147541,8.0,12.0,4.219672131147542,49.06595501334351
19,T19_servicenow / itsm / servicenow platform,tech_count,260,183,3.4423076923076925,4.80327868852459,3.0,4.0,1.3609709962168974,39.53658759959702
19,T19_servicenow / itsm / servicenow platform,scope_count,260,183,0.9538461538461539,1.6174863387978142,0.0,2.0,0.6636401849516603,69.575180680416
19,T19_servicenow / itsm / servicenow platform,ai_mention,260,183,0.011538461538461539,0.3333333333333333,0.0,0.0,0.32179487179487176,2788.8888888888887
19,T19_servicenow / itsm / servicenow platform,credential_stack_depth,260,183,4.019230769230769,5.420765027322404,4.0,6.0,1.401534258091635,34.870708813763166
19,T19_servicenow / itsm / servicenow platform,text_len,260,183,1958.2192307692308,4195.207650273224,1835.0,3893.0,2236.9884195039936,114.23585185736616
22,T22_test / manufacturing / equipment,requirement_breadth,314,152,7.057324840764331,9.631578947368421,7.0,9.0,2.57425410660409,36.47634429032871
22,T22_test / manufacturing / equipment,tech_count,314,152,1.519108280254777,1.8223684210526316,1.0,1.0,0.30326014079785457,19.96303652212292
22,T22_test / manufacturing / equipment,scope_count,314,152,0.8184713375796179,1.7039473684210527,1.0,2.0,0.8854760308414348,108.18656563587959
22,T22_test / manufacturing / equipment,ai_mention,314,152,0.025477707006369428,0.09868421052631579,0.0,0.0,0.07320650351994637,287.3355263157895
22,T22_test / manufacturing / equipment,credential_stack_depth,314,152,4.487261146496815,5.046052631578948,5.0,5.0,0.5587914850821329,12.452840760524468
22,T22_test / manufacturing / equipment,text_len,314,152,2122.503184713376,3260.6447368421054,2037.0,3151.0,1138.1415521287295,53.6226075101237
