category,uid,source,period,company_name_canonical,matched_terms,excerpt,title,description
ai,asaniczka_356935bb96a9e3d1,kaggle_asaniczka,2024-01,Covestro,,"improve r& tailor-made aesthetically attractive intuitively , workflows, and/or virtualization entities, , , customers. interdisciplinary , incumbent coordinates , , r& digitally. tasks : high-impact full-stack , selecting maintain transact",Principal Full Stack Developer - Research & Development,"We are Covestro. We are curious. We are courageous. We are colorful. We refine chemical material solutions with game-changing products. Let us empower you to push boundaries. Join us and our 18,150 colleagues now and together we will make the world a brighter place.
What We Offer
Improve speed and enable efficiency of R&D processes by the development and deployment of innovative tailor-made aesthetically attractive and intuitively accessible software applications, digital workflows, automation and/or virtualization solutions. These software solutions may support internal Covestro business entities, service units, production and supply chain, and external customers. An interdisciplinary job by design, the incumbent coordinates the work with internal and external clients, IT, and fellow Digital R&D team members with the mission of driving discovery digitally.
Major Tasks and Responsibilities:
Technical lead and contributor on high-impact regional and global digital projects as a full-stack developer, selecting modern and efficient technologies to create and maintain both transactional and analytical systems used globally by Covestro’s various Research and Development departments.
Design, implementation, documentation, and maintenance of complex tailor-made software applications, digital workflows, automation and/or virtualization solutions, ensuring seamless integration of new applications with multiple existing data structures.
Develop software using professional processes such as maintenance of a common code repository, release management, automatic testing, transition into the operations (DevOps) phase, using agile software development methodology. Implement Covestro standards for cloud computing architecture, IT security and data protection.
Based on prior experience in professional software development roles, provide guidance to Covestro’s global internal software development community (“AppMakers Guild”)
Identification and analysis of functional and non-functional requirements across multiple functions
Proactively engage with end-users / product owners as they express their needs and review software products. Proactively conduct testing and resolution of errors and communicate with all stakeholders for each project, continuously pushing projects forward.
Independently manage time between multiple projects ensuring that all milestones and timelines are met.
Onboarding, technological supervision and mentorship of interns, trainees (bachelors, master, doctoral/PhD) new employees and colleagues who are developing their software development skills. Coach new employees on soft skills like presenting and communicating with stakeholders.
Influence decision-making of high-level company leaders on global R&D calls and NA digital sounding board meetings. Market and present regional and global projects regularly to showcase the business contribution of Digital R&D.
What You Offer
Basic Qualifications:
Bachelor’s degree in the field of software engineering, mathematics, statistics, engineering, data science or similar with at least 6 years of experience developing software applications, OR Master’s degree with at least 4 years of experience developing software applications.
Preferred Qualifications:
Experience in deploying and maintaining solutions to AWS with cloud formation and lambda scripts, and containerized solutions (e.g., Docker).
Proficient with Python, including Pandas data analysis library.
Experience in dealing with technical data from R&D, quality assurance, and production.
Experience working in an international company environment.
Knowledge and Skills:
Good interdisciplinary background in engineering, statistics, chemistry, and mathematics
Interest and willingness to learn additional necessary programming languages and technical skills.
Demonstrated success at developing and delivering innovative digital solutions that solve business or operational needs
Ability to apply computing and programming concepts to answer scientific and technical questions
Knowledge of front-end development with skills in HTML, CSS and Java/TypeScript and familiarity with modern SPA frameworks (Angular preferred).
Knowledge of back-end development with skills in Spring Boot (preferred), connecting to different data sources (e.g. relational and non-relational databases, RESTful APIs).
Proactive working attitude, self-initiative and desire to maintain expertise and acquire new skills and knowledge in the fields required for the job is among your key competencies.
Fluent language skills in English, both written and spoken
YOUR APPLICATION
Are you as curious, courageous and colorful as we are? If so, we can offer you an exciting career opportunity. We look forward to receiving your application and resume. Become part of our team - apply now!
Equal Employment Opportunity: Hiring and advancement are based on job-related requirements and on an individual's qualifications to perform a job. All aspects of employment are carried out free of discrimination or harassment based on race, color, religion, sex (including pregnancy), national origin, age, disabilities, genetic information, veteran status, sexual orientation, gender identity/gender expression or any unlawful criterion, existing under applicable federal, state, or local law.
Contact Us
Info-Hotline: +1 844-522-6775
If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access this site as a result of your disability. To make a request, please call (412) 413-2736.
Show more
Show less"
ai,asaniczka_17fb4480bf103cc6,kaggle_asaniczka,2024-01,Intellectt Inc,agent,": ( ) duration : 4+ : | (dcxe) team. scrum delivering front-end ’ agents. currently omnichannel ’ means ( , , , , …) prefer us. front-end bby platform. collaboratively maximizing stakeholders. : | contribute omnichannel bby ’ platform. 10+ ",Front End Developer with Twilio,"Role
: React + Twilio (Front End Developer)
Duration
: 4+ Months
Location
: Atlanta, GA / Richfield, MN
Note
:
Must have Retail Experience
Overview:
Our team is the Digital Communications Experience (DCXE) team. We are an Agile Scrum team focused on delivering custom Front-end experiences for Best Buy’s Contact Center agents.
We are currently developing new customer omnichannel experiences to provide Best Buy’s customers with the means to get the help they want through the communication channel (voice, chat, sms, video, etc…) they prefer to use with us.
We are creating these new Front-end experiences in a BBY custom Micro Frontend platform connected to the Twilio Contact Center as a Service platform. Our team works very collaboratively together often peer programming with each other to help the team succeed at maximizing the value we provide to our stakeholders.
Description
:
Contribute to the development of new customer omnichannel experiences for the BBY Contact Center’s Digital Communication Platform.
Skills Overview:
What are the top five skills and number of years of experience required to perform this job?
10+ years mid to Senior Front-end development experience (React, JS, CSS, HTML)
3 years development experience with Twilio
3 years designing new Front-end applications within a Micro Frontend platform
Ability to peer program with other team members
Show more
Show less"
ai,arshkon_3900978298,kaggle_arshkon,2024-04,Checchi Capital Advisers,,", , internally facing objectives. requires , self-directed , willingness motivation contribute ’ needs.primary - maintain - analyze robust - mappings disparate sets - existing - - , - , seamlessly stackabilities - - ingest, validate sets - ",Senior Software/Data Engineer,"Checchi Capital Advisers, LLC (“CCA”) is a quantitatively driven, independent Registered Investment Adviser (RIA) looking for a Senior Software/Data Engineer to join our talented and experienced team. You will collaborate directly with our Senior Data Scientists, Heads of Engineering, Product Development and Research to implement internally facing tools and processes to support our various investment strategies and research objectives. This position requires excellent communication skills, the ability to work on self-directed and group projects, the willingness to wear multiple hats and the motivation to contribute to the team’s needs.Primary Responsibilities· Develop and maintain tools to support our core asset trading and portfolio analysis processes· Build tools to analyze new investment strategies and expand our robust simulation tools· Assist in development of tools to streamline the creation of data association mappings between disparate data sets· Research new data source possibilities and test the integration of the new sources with our existing tools· Support team needs with ad hoc data research· Spearhead data cleaning, organization and analysis· Lead architectural design initiatives for the data and computing needs of the firm, focusing on solutions that seamlessly integrate our technology stackAbilities· Highly driven individual that works well in collaborative and independent environments· Ability to ingest, clean and validate large data sets· Exceptionally adaptable with new skills and technologies· Experience with market and investment data as well as APIs is a plus (via Bloomberg, CRB, Datastream, Refinitiv, LSEG, etc.)Preferred Tech Stack· Operating System: Linux, Debian/Ubuntu· Language: Python3· Packages: Numpy, Pandas, Flask· Database: Mongo DB, PostgreSQL· Viz: Plotly Dash, DjangoApplicable Experience · Bachelor’s degree in computer science or related field/similar level of education and experience· 7+ years of experience in a pivotal Software/Data Engineering role, with deep exposure to modern data stacks· Experience with performing data analysis, data ingestion and data integrationCompensation StructureAt CCA, we carefully consider a wide range of factors when determining compensation. In accordance with CA law, we expect the base salary for this position to be in the range of $100,000 to $200,000. Actual base salaries may vary based on factors including but not limited to education, training, experience, and other job-related factors. Base salary is just one component of total compensation at CCA which may include, depending on eligibility: benefits, 401(k) retirement plan and ongoing share of team bonus structure. Other Benefits· Hybrid work schedule available · CCA covers 100% of health, vision, and dental insurance· Generous vacation policy· Start-up environment with state-of-the-art technology resourcesPlease note: CCA does not currently sponsor H1B visas."
ai,asaniczka_660d187f7eda3cab,kaggle_asaniczka,2024-01,Digital Republic Talent,fine_tuning,", , generative ai improve , efficiencies use-cases, | selecting needed (ml , governance, instances, , , ), analyse pre-process necessary, , choosing , fine-tuning and/or pre-training , proofs | demonstrable hands-on generative ai , mainly ,",Machine Learning Engineer,"Machine Learning Practitioner
– Applied LLM/ Gen Ai/ GCP - Up to $210,000- Hybrid
Role Description
Working with a Private Equity portfolio company, you will be part of a special task team focused on building, testing and scaling applications of Generative AI and analytics to improve revenue, product features and efficiencies across the company.
Requirements:
Refining use-cases,
Selecting resources needed (ML Ops, governance, compute instances, pipelines, storage, etc),
Analyse and pre-process data if necessary,
Building pipelines,
Choosing foundation models,
Fine-tuning and/or pre-training models,
Deploying and testing proofs of concept
Demonstrable hands-on knowledge of applied generative AI models, mainly in in text, knowledge classification and recommendation engines
1+ years Experience fine-tuning and/or pre-training Large Language Models for customised applications, applying this knowledge to practical scenarios,
5+ years Experience working with GCP (Google Cloud Platform) building Machine Learning applications and deploying cloud resources in a production environment.
Knowledge of ML ops frameworks
Proficient with Python or R as well as relevant frameworks (Keras, PyTorch)
Experience in Gen Ai
Skills:
Flexible, curious, and ambitious
Good communicator
Eagerness to learn new techniques, solve problems and contribute in a team environment
Job Description:
Hybrid- Texas, Austin
Salary: Up to $210,000 + Benefits + Bonus
How do I Apply?
For more information or to apply for the Machine learning position, please email barbara@digitalrepublictalent.com or you can apply through www.digitalrepublictalent.com! You can also visit our vacancy page to see other opportunities!
Show more
Show less"
ai,arshkon_3901625867,kaggle_arshkon,2024-04,Morgan King Technology,llm,": closely founding adopters top-tier ai-driven product.design, , maintain backend , including server-side , databases, , needs.work hand-in-hand user-facing elements.engage entire , debugging, high-quality, code. requirements: wearing hats.",Backend Engineer,"Backend Engineer - California-based AI start-up!
Who are we?
We are a LegalTech start-up dedicated to revolutionizing the daily workflows of legal professionals. Our AI-driven platform streamlines the process of drafting legal documents, empowering lawyers to allocate their time towards strategic case planning and fostering client relationships.
Law firms leveraging our platform witness a surge in productivity among their attorneys and paralegals, enabling them to expand their practices without the need for additional hires.
Why join us?
You'll collaborate with visionary founders who are committed to developing groundbreaking solutions for the legal sector. From day one, you'll tackle stimulating challenges, harnessing cutting-edge AI research and technology. Our Chief Technology Officer, a seasoned leader with a track record at Uber and other prominent startups, will provide expert mentorship, facilitating substantial growth in your skills and knowledge.
Founding Team: Our team boasts extensive expertise in the legal realm, consulting, and ML platform development. Our CTO spearheaded the ML Platform (Michelangelo) at Uber for over five years before leading the AI & ML team at another huge player. Our other two co-founders are Harvard alumnus, bringing 14-plus years of combined legal and product development experience from prestigious firms like Cooley and SoFi, coupled with consulting experience at McKinsey and Ernst & Young. 
Responsibilities:
Collaborate closely with the founding team and early adopters to craft a top-tier AI-driven product.Design, develop, and maintain backend processes, including server-side logic, databases, and APIs, to meet application needs.Work hand-in-hand with frontend developers to ensure smooth integration of user-facing elements.Engage in the entire application lifecycle with a focus on coding, debugging, and deploying high-quality, scalable code.
Role Requirements:
Thrive in a dynamic environment and adept at wearing multiple hats.Possess three-plus years of backend/full-stack development experience.Proficient in Python, FastAPI, and PostgreSQL.Familiarity with developing products utilizing LLMs/ML.Demonstrated experience in product development from ideation to launch.Ability to independently tackle open-ended problems by identifying and leveraging appropriate resources.Based in the San Francisco Bay Area or open to relocation.BS/MS in Computer Science, Engineering, or related technical field.
Nice-to-Haves:
Prior experience in a startup environment (Seed or Series A).Versatility in working across the stack.Understanding of data lake/data warehouse concepts.Familiarity with Transformer/Attention/GPU inference."
ai,asaniczka_6719c6e9953789df,kaggle_asaniczka,2024-01,ASK Consulting,,"duration: : | , , debug, modify , including data/etl pipelines. collaboratively , , components. quickly minimum viable duties: | troubleshooting issues. team. communicate geographically teams. participate critique others. robust , scala , h",Machine Learning Engineer,"""All candidates must be directly contracted by ASK Consulting on their payroll and cannot be subcontracted. We are unable to provide sponsorship at this moment"".Job
Title: Machine Learning Engineer
Location: Ideally, candidate sits PST (Seattle, WA) or CST (Austin, TX) but is not required. If candidate sits in Seattle or Austin, they may sit onsite with the manager from time to time (not required)
Duration: 12 months
Pay rate: $126.00- $131.00
Job Description:
Design, develop, debug, and modify components of machine learning and deep learning systems and applications, including data/ETL and feature engineering pipelines.
Work collaboratively with data scientists, machine learning engineers, program and product managers in the development of assigned components.
Prototype creative solutions quickly by developing minimum viable products
Job Duties:
Excellent analytical and problem solving skills with an aptitude for troubleshooting issues.
Drive for continuous improvement within an agile development team.
Communicate and work with geographically distributed cross functional teams.
Design, develop, debug, and modify components of machine learning and deep learning systems and applications, including data/ETL and feature engineering pipelines.
Work collaboratively with data scientists, machine learning engineers, program and product managers in the development of assigned components.
Prototype creative solutions quickly by developing minimum viable products
Actively participate in group technology reviews to critique work of self and others.
Ability to write robust code in one or more of Python, Scala and Java
Proficient in core technologies like Spark, Hadoop and Hive.
Experience in building real-time applications, preferably in Spark and streaming platforms like Kafka and Kinesis.
Good understanding of machine learning pipelines and machine learning frameworks such as TensorFlow and PyTorch.
Familiar with cloud services like AWS, Azure and workflow orchestration tools (e.g., Airflow).
Experienced in using SQL for querying data from relational tables.
Degree with strong technical focus (Computer Science, Engineering
Must have skills:
Ability to write robust code in one or more of Python, Scala and Java
Proficient in core technologies like Spark, Hadoop and Hive.
Experience in building real-time applications, preferably in Spark and streaming platforms like Kafka and Kinesis.
Good understanding of machine learning pipelines and machine learning frameworks such as TensorFlow and PyTorch.
Familiar with cloud services like AWS, Azure and workflow orchestration tools (e.g., Airflow).
Experienced in using SQL for querying data from relational tables.
About ASK:
ASK Consulting is an award-winning technology and professional services recruiting firm servicing Fortune 500 organizations nationally. With 5 nationwide offices, two global delivery centers, and employees in 42 states-ASK Consulting connects people with amazing opportunities
ASK Consulting is an equal opportunity employer. We celebrate diversity and are committed to creating an inclusive environment for all associates.
Show more
Show less"
ai,asaniczka_0a7680bd9be7e5d1,kaggle_asaniczka,2024-01,Pinecone,pinecone,", ui/ux ’ console. , frictionless user , ml scientists. example include maintaining, extending console. include recommendations , pinecone. exciting, ! | ; designing website & user interactions proficiency | , , mockups user proficiency nod",Sr. Frontend Software Engineer,"About Pinecone
Pinecone is pioneering a vector database to power modern AI/ML applications. We provide customers with capabilities that until now have only been in the hands of a few tech giants - such Google’s Search and Facebook’s feed ranking. Our team consists of multiple startups founders, including the core team that created Amazon SageMaker, and is backed by some of Silicon Valley’s prominent investors.
We value integrity, passion, pushing boundaries, real-world problem solving, and a sense of humor. We work in collaboration, and encourage new ideas and initiatives.
About The Role
As a frontend engineer, you will build the UI/UX of Pinecone’s management console. You will build web applications with a delightful, intuitive and frictionless user experience, for ML engineers and data scientists. Example projects include maintaining, extending and improving our management console. Responsibilities will include making recommendations for the tech strategy for that code base, and raising the bar for our frontend craft at Pinecone.
If this sounds exciting, we want to hear from you!
Pinecone is a distributed team with clusters in New York, San Francisco, and Tel Aviv. You will be part of a world-class team from companies like Amazon, Google, Databricks, and Splunk. The company emerged from stealth in January 2021 with $10M in seed funding — led by the same legendary investor as Snowflake — followed by $28M Series A funding announced in March 2022 and $100 Series B funding announced in April 2023.
What We Look For
2 years of frontend web development; designing website architecture& user interactions on web pages
Strong proficiency in React
Experience with Material Design, Responsive Web Design, and related frameworks
Experience creating functional mockups and user journey maps
Proficiency in NodeJS
Experience designing RESTful APIs
Sound fundamentals of data structures and algorithms
Familiarity with CI/CD for single page web applications
Bonus Points For Experience With
User management and security
Data intensive applications
Product-led growth initiatives for B2B Apps
We will consider exceptional candidates for remote work outside our main locations
Compensation Range: $125K - $150K
Show more
Show less"
ai,asaniczka_9cfb08477f2825c7,kaggle_asaniczka,2024-01,Selby Jennings,,", designing implementing , spanning code. encourages delving internals open-source capabilities. emphasizes , researchers, , gain practice. : | * maintain large-scale * * functionality open-source * , researchers, * deepen qualifications: |",Machine Learning Engineer,"A prominent high-frequency trading firm is actively seeking individuals with expertise in building and supporting large-scale deep learning models. In this role, you will be responsible for designing and implementing optimized machine learning solutions, spanning both infrastructure and application code. The firm encourages delving into the internals of open-source machine learning frameworks to enhance their capabilities. The position emphasizes close collaboration with traders, researchers, and fellow engineers, offering an opportunity to gain a profound understanding of trading theory and practice. If you are passionate about the intersection of finance and cutting-edge technology, this role provides a unique chance to contribute to a leading high-frequency trading firm's success.
Job Responsibilities:
* Develop and maintain large-scale deep learning models
* Create and deploy efficient machine learning solutions across infrastructure and application code
* Explore and enhance the functionality of open-source machine learning frameworks
* Foster collaboration with traders, researchers, and fellow engineers
* Acquire and deepen your understanding of trading theory and practice
Qualifications:
* Possess a minimum of 5 years of hands-on experience optimizing the performance of machine learning model training and inference
* Proficient in Python and a statically typed language, preferably C/C++
* Proven expertise in implementing distributed training techniques for machine learning models, utilizing deep learning frameworks such as TensorFlow, PyTorch, or JAX to accelerate model training and efficiently manage large datasets
* Skilled in GPU/TPU programming (CUDA, Triton, etc.)
* Demonstrated ability to lead and execute large-scale projects
* Strong collaboration skills with the capacity to work closely alongside developers and traders
Desired Skills and Experience
Qualifications:
* Possess a minimum of 5 years of hands-on experience optimizing the performance of machine learning model training and inference
* Proficient in Python and a statically typed language, preferably C/C++
* Proven expertise in implementing distributed training techniques for machine learning models, utilizing deep learning frameworks such as TensorFlow, PyTorch, or JAX to accelerate model training and efficiently manage large datasets
* Skilled in GPU/TPU programming (CUDA, Triton, etc.)
* Demonstrated ability to lead and execute large-scale projects
* Strong collaboration skills with the capacity to work closely alongside developers and traders
Show more
Show less"
ai,asaniczka_cdae132709cc81e8,kaggle_asaniczka,2024-01,Lirio,agent,"summary , , models/agents makes framework. platform. duties | ’ ( %) customizations state-of-the-art ( ) reinforcement ( ) algorithms ’ requirements ( %) experiments feasibility prototypes ( %) , retrieve, manipulate ( %) algorithms ( %) mo",Senior Machine Learning Engineer,"Position Summary
The
Senior Machine Learning Engineer
is responsible for assisting in the development, maintenance, and improvement of machine learning models/agents and the infrastructure that makes up and wraps the learning framework. The position calls for close collaboration with machine learning research scientists and engineers on enhancements to our learning platform.
Essential Duties And Responsibilities
Write customized production ready machine learning software for Lirio’s product offering (30%)
Implement novel customizations to state-of-the-art deep learning (DL) and reinforcement learning (RL) algorithms to match Lirio’s product requirements (15%)
Conduct experiments to test feasibility and performance of these customized prototypes (5%)
Store, retrieve, and manipulate internal and external data for analysis and model building (10%)
Run benchmark machine learning algorithms (5%)
Test and modify existing machine learning models, correct errors and bugs, and improve computational efficiency and predictive performance (30%)
Discuss and understand the machine learning requirements of Lirio’s product vision (5%)
Regular and reliable attendance.
Perform other duties as assigned.
This position can be remote, or hybrid if located in Tennessee.
Education And Experience
3-5 years industry experience
Master's Degree in Computer Science
System Experience
Python
Tensroflow/Pytorch
Numpy
Pandas
SQL
Docker
Anaconda/Conda
Other Qualifications
Solid understanding of machine learning, deep learning, object oriented programming, software engineering, etc.
Version control
Technical writing
Collaborative / team oriented
Good time-management skills
Ability to prioritize
Innovative / out of the box thinking and problem solving
Advanced Technical Computer Skills
Show more
Show less"
ai,asaniczka_91ab9a52caa945d1,kaggle_asaniczka,2024-01,ManTech,,"include, : | , , , ( ) environment. , coordinate, platform. configuration functionality systems. , , , servers, workstations, (lustre, ) maintain backup capabilities systems. maintain procedures, , instructions. , , maintain ( tensorflow, p",Senior Linux Systems Engineer,"Secure our Nation, Ignite your Future
Become an integral part of a diverse team while working at an Industry Leading Organization, where our employees come first. At ManTech International Corporation, you’ll help protect our national security while working on innovative projects that offer opportunities for advancement.
Currently, ManTech is seeking a motivated, career and customer-orientedSenior Linux Systems Engineerto join our team in Arlington, VA.
Responsibilities include, but are not limited to:
Provide technical support for the software, hardware, wired network infrastructure, and system security for a Linux High Performance Computing (HPC) environment.
Plan, coordinate, and install software applications and hardware in a distributed Linux platform.
Provide system administration and configuration of specialized mission applications and software
Optimize the functionality and performance of hardware and software systems.
Ensure availability, integrity, efficiency, and reliability of servers, workstations, and data storage systems (Lustre, Bright Cluster).
Implement and maintain backup and disaster recovery plans and capabilities for all critical mission systems.
Develop and maintain system administration standard operating procedures, technical guides, and instructions.
Install, support, and maintain server operating systems and software (Google Tensorflow, PostgreSQL).
Plan for authorized service interruptions and outages.
Respond to unexpected or unauthorized service interruptions and outages.
Diagnose software and hardware failures to resolution.
Implement and ensure security preventive measures are fully functioning.
Monitor and enhance system performance.
Test operating system and software upgrades, patches, and hot fixes before they are applied to the operational systems.
Create and test backups of data, provide data cleansing services, verify data integrity, implement access controls.
Assist developers of data exposure services with engagement of the database.
Implement and maintain backup and disaster recovery capabilities for all identified critical mission system.
Basic Qualifications:
Bachelor's degree in STEM discipline (e.g., Computer Science, Electrical Engineering, Mathematics, Information Technology)&five (5) years experience.
DoD 8570 IAT II Level Certification (e.g., Security+ CE, CCNA-Security, CySA+l, GICSP, GSEC, CND, SSCP).
DoD 8570 Red Hat Certified System Administrator (RHCSA) or higher within 6 months of hire.
Previous experience with:
Lustre in distributed computing environments
Bright Cluster Management toolset
Securing and hardening Linux systems to meet RMF controls
VMware vSphere 6 and up
Scripting (BASH, Python, Perl)
CUDA, TensorFlow, similar toolsets
Security Clearance Requirements:
Top Secret clearance adjudicated within the past 6 years.
Physical Requirements:
Must be able to remain in a stationary position 50%.
Needs to occasionally move about inside the office to access file cabinets, office machinery, etc.
Constantly operates a computer and other office productivity machinery, such as a calculator, copy machine and computer printer.
Often positions self to maintain computers in the lab, including under the desks and in the server closet.
Frequently communicates with co-workers, management and customers, which may involve delivering presentations. Must be able to exchange accurate information in these situations.
May be asked to move Audio/Visual or Computer equipment.
For all positions requiring access to technology/software source code that is subject to export control laws, employment with the company is contingent on either verifying U.S.-person status or obtaining any necessary license. The applicant will be required to answer certain questions for export control purposes, and that information will be reviewed by compliance personnel to ensure compliance with federal law. ManTech may choose not to apply for a license for such individuals whose access to export-controlled technology or software source code may require authorization and may decline to proceed with an applicant on that basis alone.
ManTech International Corporation, as well as its subsidiaries proactively fulfills its role as an equal opportunity employer. We do not discriminate against any employee or applicant for employment because of race, color, sex, religion, age, sexual orientation, gender identity and expression, national origin, marital status, physical or mental disability, status as a Disabled Veteran, Recently Separated Veteran, Active Duty Wartime or Campaign Badge Veteran, Armed Forces Services Medal, or any other characteristic protected by law.
If you require a reasonable accommodation to apply for a position with ManTech through its online applicant system, please contact ManTech's Corporate EEO Department at (703) 218-6000. ManTech is an affirmative action/equal opportunity employer - minorities, females, disabled and protected veterans are urged to apply. ManTech's utilization of any external recruitment or job placement agency is predicated upon its full compliance with our equalopportunity/affirmativeaction policies. ManTech does not accept resumes from unsolicited recruiting firms. We pay no fees for unsolicited services.
If you are a qualified individual with a disability or a disabled veteran, you have the right to request an accommodation if you are unable or limited in your ability to use or accesshttp://www.mantech.com/careers/Pages/careers.aspxas a result of your disability. To request an accommodation please click careers@mantech.com and provide your name and contact information.
Show more
Show less"
