spec,metro_area,postings_2024,postings_2026,companies_2024,companies_2026,llm_text_n_2024,llm_text_n_2026,archetype_labeled_n_2024,archetype_labeled_n_2026,is_tech_hub_heuristic,j1_entry_share_2024,j1_entry_share_2026,delta_j1_entry_share,j2_entry_associate_share_2024,j2_entry_associate_share_2026,delta_j2_entry_associate_share,j3_low_yoe_share_2024,j3_low_yoe_share_2026,delta_j3_low_yoe_share,j4_low_yoe_share_2024,j4_low_yoe_share_2026,delta_j4_low_yoe_share,broad_ai_share_2024,broad_ai_share_2026,delta_broad_ai_share,ai_tool_strict_share_2024,ai_tool_strict_share_2026,delta_ai_tool_strict_share,org_scope_count_mean_llm_2024,org_scope_count_mean_llm_2026,delta_org_scope_count_mean_llm,requirement_breadth_mean_llm_2024,requirement_breadth_mean_llm_2026,delta_requirement_breadth_mean_llm,median_raw_description_length_2024,median_raw_description_length_2026,delta_median_raw_description_length,median_cleaned_length_llm_2024,median_cleaned_length_llm_2026,delta_median_cleaned_length_llm,tech_count_mean_2024,tech_count_mean_2026,delta_tech_count_mean,platform_tech_count_mean_2024,platform_tech_count_mean_2026,delta_platform_tech_count_mean,tech_diversity_cols_2024,tech_diversity_cols_2026,delta_tech_diversity_cols
aggregator_excluded,Tampa Bay Metro,178,246,118,115,170,61,169,61,False,0.011235955056179775,0.024390243902439025,0.01315428884625925,0.011235955056179775,0.024390243902439025,0.01315428884625925,0.10687022900763359,0.10285714285714286,-0.00401308615049073,0.3053435114503817,0.3142857142857143,0.008942202835332591,0.02247191011235955,0.2845528455284553,0.26208093541609573,0.016853932584269662,0.24796747967479674,0.23111354709052706,0.5529411764705883,0.8524590163934426,0.2995178399228543,7.876470588235295,11.557377049180328,3.6809064609450335,3146.0,4455.5,1309.5,949.0,1248.0,299.0,5.764044943820225,8.3130081300813,2.5489631862610755,1.9550561797752808,2.817073170731707,0.8620169909564264,86,113,27
aggregator_excluded,Seattle Metro,713,1925,260,352,681,597,668,588,True,0.015427769985974754,0.025974025974025976,0.010546255988051222,0.016830294530154277,0.028051948051948054,0.011221653521793776,0.11721611721611722,0.2526041666666667,0.13538804945054947,0.4065934065934066,0.4752604166666667,0.06866701007326009,0.0546984572230014,0.31376623376623375,0.2590677765432323,0.03225806451612903,0.27636363636363637,0.24410557184750734,0.5741556534508077,0.914572864321608,0.34041721087080035,6.136563876651983,8.40033500837521,2.263771131723227,4207.0,5730.0,1523.0,791.0,1053.0,262.0,4.074333800841515,6.284675324675325,2.2103415238338098,1.3338008415147264,1.628051948051948,0.29425110653722153,104,135,31
aggregator_excluded,Salt Lake City Metro,274,1429,152,703,266,453,263,447,False,0.014598540145985401,0.021693491952414275,0.007094951806428874,0.01824817518248175,0.02309307207837649,0.004844896895894738,0.15458937198067632,0.13764337851929093,-0.016945993461385395,0.28019323671497587,0.29509906152241916,0.01490582480744329,0.040145985401459854,0.2967109867039888,0.25656500130252896,0.021897810218978103,0.26522043386983907,0.24332262365086096,0.650375939849624,0.9426048565121413,0.29222891666251727,7.507518796992481,9.101545253863135,1.5940264568706537,4023.5,4407.0,383.5,978.0,984.0,6.0,5.083941605839416,7.20923722883135,2.125295622991934,1.854014598540146,2.3149055283414977,0.4608909298013517,102,134,32
aggregator_excluded,New York City Metro,64,1736,46,792,62,499,61,496,True,0.078125,0.017857142857142856,-0.060267857142857144,0.078125,0.018433179723502304,-0.05969182027649769,0.06976744186046512,0.13485113835376533,0.06508369649330022,0.2558139534883721,0.3073555166374781,0.05154156314910602,0.03125,0.27764976958525345,0.24639976958525345,0.015625,0.24711981566820276,0.23149481566820276,0.43548387096774194,0.9458917835671342,0.5104079125993923,6.064516129032258,9.23246492985972,3.167948800827462,3350.0,4589.5,1239.5,795.0,999.0,204.0,4.265625,7.154953917050691,2.8893289170506913,1.53125,2.262672811059908,0.7314228110599079,58,137,79
aggregator_excluded,San Francisco Bay Area,1654,4719,797,1195,1544,1498,1515,1476,True,0.01995163240628779,0.03454121635939818,0.014589583953110389,0.01995163240628779,0.03475312566221657,0.01480149325592878,0.13602941176470587,0.25213270142180094,0.11610328965709507,0.2665441176470588,0.4325434439178515,0.16599932627079267,0.0973397823458283,0.3413858868404323,0.244046104494604,0.05259975816203144,0.29434202161474887,0.24174226345271743,0.6204663212435233,0.9025367156208278,0.2820703943773045,6.998056994818653,8.19826435246996,1.2002073576513075,3841.0,4785.0,944.0,775.0,917.5,142.5,4.974607013301088,6.142614960796779,1.168007947495691,1.537484885126965,1.7293918203009113,0.1919069351739464,128,139,11
aggregator_excluded,Atlanta Metro,507,832,285,399,492,236,485,234,False,0.01775147928994083,0.02403846153846154,0.006286982248520711,0.021696252465483234,0.026442307692307692,0.0047460552268244575,0.11711711711711711,0.14389799635701275,0.02678087923989564,0.23723723723723725,0.2987249544626594,0.06148771722542215,0.03550295857988166,0.25240384615384615,0.21690088757396447,0.015779092702169626,0.23317307692307693,0.2173939842209073,0.5934959349593496,1.0423728813559323,0.4488769463965827,8.060975609756097,11.186440677966102,3.125465068210005,3006.0,4367.0,1361.0,912.0,1078.5,166.5,6.067061143984221,8.59375,2.526688856015779,2.1972386587771204,3.0805288461538463,0.8832901873767258,112,134,22
aggregator_excluded,Charlotte Metro,252,613,153,250,239,169,233,167,False,0.015873015873015872,0.01794453507340946,0.002071519200393588,0.015873015873015872,0.01957585644371941,0.003702840570703539,0.1329479768786127,0.16791979949874686,0.03497182262013415,0.2832369942196532,0.2982456140350877,0.015008619815434499,0.015873015873015872,0.2234910277324633,0.20761801185944742,0.007936507936507936,0.20717781402936378,0.19924130609285584,0.49372384937238495,0.6035502958579881,0.10982644648560319,7.418410041841004,9.615384615384615,2.196974573543611,2689.5,3689.0,999.5,744.0,881.0,137.0,5.583333333333333,8.120717781402936,2.537384448069603,1.9285714285714286,3.068515497553018,1.1399440689815894,97,123,26
aggregator_excluded,Dallas-Fort Worth Metro,734,1471,411,579,704,404,685,399,False,0.02316076294277929,0.01495581237253569,-0.0082049505702436,0.02316076294277929,0.01971447994561523,-0.0034462829971640616,0.13306451612903225,0.10978043912175649,-0.023284077007275764,0.2540322580645161,0.26047904191616766,0.0064467838516515386,0.02452316076294278,0.22501699524133242,0.20049383447838964,0.013623978201634877,0.20054384772263767,0.18691986952100278,0.6235795454545454,0.9381188118811881,0.31453926642664265,8.286931818181818,11.952970297029703,3.6660384788478844,2774.5,4258.0,1483.5,833.5,1083.0,249.5,6.201634877384196,9.063222297756628,2.861587420372432,2.2384196185286105,3.3140720598232494,1.0756524412946389,110,134,24
aggregator_excluded,San Diego Metro,238,460,143,159,227,151,224,147,True,0.012605042016806723,0.02826086956521739,0.015655827548410668,0.02100840336134454,0.02826086956521739,0.007252466203872852,0.14207650273224043,0.3977272727272727,0.2556507699950323,0.2786885245901639,0.5170454545454546,0.23835692995529068,0.029411764705882353,0.21956521739130436,0.190153452685422,0.012605042016806723,0.15434782608695652,0.14174278407014979,0.5770925110132159,0.9933774834437086,0.4162849724304927,6.607929515418502,8.397350993377483,1.7894214779589808,4034.0,5660.5,1626.5,987.0,1180.0,193.0,4.201680672268908,5.595652173913043,1.3939715016441356,1.5168067226890756,1.8434782608695652,0.32667153818048966,81,117,36
aggregator_excluded,Austin Metro,345,926,201,366,337,273,325,272,True,0.017391304347826087,0.035637149028077755,0.018245844680251668,0.020289855072463767,0.03779697624190065,0.01750712116943688,0.14468085106382977,0.15517241379310345,0.010491562729273679,0.2680851063829787,0.3463949843260188,0.07830987794304006,0.057971014492753624,0.2473002159827214,0.18932920148996776,0.02318840579710145,0.20086393088552915,0.1776755250884277,0.5519287833827893,0.9597069597069597,0.40777817632417046,7.344213649851632,9.728937728937728,2.384724079086096,3474.0,4825.5,1351.5,809.0,1073.0,264.0,5.226086956521739,7.498920086393088,2.2728331298713496,1.5536231884057972,2.673866090712743,1.1202429023069458,100,132,32
aggregator_excluded,Phoenix Metro,311,474,156,206,300,131,286,130,False,0.022508038585209004,0.027426160337552744,0.00491812175234374,0.022508038585209004,0.027426160337552744,0.00491812175234374,0.06635071090047394,0.19705882352941176,0.13070811262893783,0.17535545023696683,0.34411764705882353,0.1687621968218567,0.022508038585209004,0.2088607594936709,0.1863527209084619,0.01607717041800643,0.1877637130801688,0.17168654266216235,0.5566666666666666,0.648854961832061,0.0921882951653944,6.013333333333334,8.664122137404581,2.6507888040712473,2663.0,4341.0,1678.0,763.5,1036.0,272.5,4.096463022508039,6.972573839662447,2.876110817154408,1.5466237942122187,2.710970464135021,1.1643466699228024,99,122,23
aggregator_excluded,Boston Metro,737,1272,363,485,698,372,690,370,True,0.008141112618724558,0.040880503144654086,0.03273939052592953,0.008141112618724558,0.041666666666666664,0.03352555404794211,0.11194029850746269,0.15670800450958286,0.04476770600212017,0.24253731343283583,0.3416009019165727,0.09906358848373689,0.031207598371777476,0.20911949685534592,0.17791189848356845,0.014925373134328358,0.1800314465408805,0.16510607340655215,0.6446991404011462,0.967741935483871,0.3230427950827248,7.173352435530086,9.744623655913978,2.571271220383892,3650.0,4845.5,1195.5,911.5,1041.5,130.0,4.9945725915875165,6.9072327044025155,1.912660112814999,1.7096336499321574,2.5345911949685536,0.8249575450363962,112,136,24
aggregator_excluded,Raleigh-Durham-Chapel Hill,211,434,112,197,208,140,202,138,True,0.018957345971563982,0.03686635944700461,0.017909013475440626,0.023696682464454975,0.041474654377880185,0.01777797191342521,0.10828025477707007,0.16605166051660517,0.0577714057395351,0.2356687898089172,0.36162361623616235,0.12595482642724515,0.014218009478672985,0.1912442396313364,0.17702623015266342,0.0,0.16820276497695852,0.16820276497695852,0.5384615384615384,0.7357142857142858,0.19725274725274733,7.418269230769231,8.957142857142857,1.5388736263736265,3667.0,4076.5,409.5,830.0,924.5,94.5,5.308056872037914,6.548387096774194,1.2403302247362795,1.872037914691943,2.4285714285714284,0.5565335138794854,89,119,30
aggregator_excluded,Chicago Metro,612,819,321,412,579,235,572,233,False,0.013071895424836602,0.03907203907203907,0.02600014364720247,0.014705882352941176,0.03907203907203907,0.024366156719097896,0.13089005235602094,0.1420863309352518,0.011196278579230862,0.2879581151832461,0.3381294964028777,0.050171381219631606,0.026143790849673203,0.1978021978021978,0.1716584069525246,0.0196078431372549,0.1623931623931624,0.14278531925590748,0.6597582037996546,0.9404255319148936,0.2806673281152391,7.889464594127807,10.280851063829788,2.391386469701981,3607.5,4732.0,1124.5,840.0,1109.0,269.0,5.823529411764706,7.6068376068376065,1.7833081950729008,2.1062091503267975,2.791208791208791,0.6849996408819936,111,132,21
aggregator_excluded,Nashville Metro,99,156,62,96,94,49,94,49,False,0.0,0.038461538461538464,0.038461538461538464,0.010101010101010102,0.038461538461538464,0.02836052836052836,0.05714285714285714,0.13333333333333333,0.0761904761904762,0.32857142857142857,0.2857142857142857,-0.04285714285714287,0.010101010101010102,0.17307692307692307,0.16297591297591296,0.0,0.16025641025641027,0.16025641025641027,0.8829787234042553,1.0,0.11702127659574468,8.170212765957446,10.428571428571429,2.2583586626139827,3427.0,4913.0,1486.0,925.5,1122.0,196.5,5.787878787878788,7.262820512820513,1.4749417249417247,1.8181818181818181,2.2884615384615383,0.4702797202797202,80,110,30
aggregator_excluded,Miami Metro,193,228,132,160,183,50,178,49,False,0.0,0.039473684210526314,0.039473684210526314,0.0,0.039473684210526314,0.039473684210526314,0.1111111111111111,0.18831168831168832,0.07720057720057721,0.2222222222222222,0.4155844155844156,0.1933621933621934,0.03626943005181347,0.19298245614035087,0.1567130260885374,0.015544041450777202,0.16666666666666666,0.15112262521588946,0.7595628415300546,0.8,0.040437158469945444,8.426229508196721,10.18,1.7537704918032784,3180.0,3539.5,359.5,896.0,1009.0,113.0,6.139896373056994,7.87280701754386,1.7329106444868652,1.6839378238341969,2.6798245614035086,0.9958867375693117,96,118,22
aggregator_excluded,Houston Metro,207,382,147,208,200,117,195,117,False,0.028985507246376812,0.02356020942408377,-0.005425297822293042,0.033816425120772944,0.02356020942408377,-0.010256215696689174,0.1958041958041958,0.12663755458515283,-0.06916664121904298,0.35664335664335667,0.3231441048034934,-0.03349925183986324,0.024154589371980676,0.1806282722513089,0.15647368287932822,0.00966183574879227,0.14921465968586387,0.1395528239370716,0.5,0.8717948717948718,0.3717948717948718,6.14,9.341880341880342,3.2018803418803428,2562.0,4129.0,1567.0,865.0,1049.0,184.0,4.280193236714976,6.908376963350785,2.6281837266358092,1.3719806763285025,2.4476439790575917,1.0756633027290892,87,122,35
aggregator_excluded,Minneapolis-Saint Paul,232,385,150,187,221,105,218,105,False,0.017241379310344827,0.04415584415584416,0.02691446484549933,0.017241379310344827,0.04935064935064935,0.032109270040304526,0.12727272727272726,0.16785714285714284,0.040584415584415584,0.2787878787878788,0.37142857142857144,0.09264069264069263,0.02586206896551724,0.17402597402597403,0.1481639050604568,0.017241379310344827,0.15324675324675324,0.1360053739364084,0.755656108597285,0.9047619047619048,0.14910579616461972,6.6289592760181,9.228571428571428,2.599612152553328,3219.5,4655.0,1435.5,878.0,1156.0,278.0,4.366379310344827,6.522077922077922,2.1556986117330945,1.4267241379310345,2.311688311688312,0.8849641737572773,90,119,29
aggregator_excluded,Philadelphia Metro,338,551,201,246,322,161,305,156,False,0.014792899408284023,0.025408348457350273,0.01061544904906625,0.020710059171597635,0.02722323049001815,0.006513171318420514,0.08173076923076923,0.16666666666666666,0.08493589743589743,0.2692307692307692,0.3412698412698413,0.07203907203907206,0.014792899408284023,0.15063520871143377,0.13584230930314975,0.014792899408284023,0.12704174228675136,0.11224884287846734,0.4254658385093168,0.7204968944099379,0.2950310559006211,6.683229813664596,9.080745341614907,2.3975155279503113,2252.5,4907.0,2654.5,690.5,1131.0,440.5,4.988165680473373,7.3248638838475495,2.3366982033741763,1.5976331360946745,2.7005444646098002,1.1029113285151257,98,125,27
aggregator_excluded,Columbus Metro,123,351,87,118,118,116,112,114,False,0.04065040650406504,0.037037037037037035,-0.0036133694670280048,0.04878048780487805,0.039886039886039885,-0.008894447918838165,0.09090909090909091,0.1524163568773234,0.0615072659682325,0.22077922077922077,0.32342007434944237,0.1026408535702216,0.024390243902439025,0.15669515669515668,0.13230491279271767,0.024390243902439025,0.1225071225071225,0.09811687860468349,0.6186440677966102,0.9482758620689655,0.32963179427235534,7.3559322033898304,9.706896551724139,2.3509643483343083,3393.0,5295.0,1902.0,970.0,1091.5,121.5,5.4471544715447155,7.330484330484331,1.8833298589396152,1.7886178861788617,3.051282051282051,1.2626641651031894,92,118,26
aggregator_excluded,Portland Metro,94,140,81,72,94,39,92,39,False,0.0,0.03571428571428571,0.03571428571428571,0.0,0.03571428571428571,0.03571428571428571,0.08064516129032258,0.18,0.09935483870967741,0.16129032258064516,0.34,0.17870967741935487,0.031914893617021274,0.15714285714285714,0.12522796352583587,0.02127659574468085,0.12857142857142856,0.1072948328267477,0.6382978723404256,0.7435897435897436,0.10529187124931805,6.159574468085107,8.025641025641026,1.8660665575559188,3112.0,4573.5,1461.5,820.0,1059.0,239.0,4.0638297872340425,5.535714285714286,1.471884498480243,1.1170212765957446,1.75,0.6329787234042554,76,101,25
aggregator_excluded,Washington DC Metro,1792,2647,666,680,1705,773,1695,767,False,0.027901785714285716,0.04080090668681526,0.012899120972529547,0.029575892857142856,0.04231205137891953,0.012736158521776675,0.11251758087201125,0.13340870548332392,0.020891124611312678,0.22081575246132207,0.2634256642170718,0.04260991175574974,0.023995535714285716,0.14733660748016622,0.12334107176588051,0.013950892857142858,0.10464676992822063,0.09069587707107776,0.5348973607038123,0.7141009055627425,0.1792035448589302,7.1460410557184755,10.307891332470893,3.1618502767524177,3753.5,4974.0,1220.5,991.0,1086.0,95.0,5.108258928571429,8.261050245561012,3.1527913169895836,1.8872767857142858,3.264072534945221,1.3767957492309353,118,135,17
aggregator_excluded,Denver Metro,466,598,225,267,446,183,443,181,False,0.015021459227467811,0.03177257525083612,0.01675111602336831,0.017167381974248927,0.03177257525083612,0.014605193276587193,0.10601719197707736,0.19294117647058823,0.08692398449351087,0.20916905444126074,0.3458823529411765,0.13671329849991573,0.017167381974248927,0.14046822742474915,0.12330084545050023,0.008583690987124463,0.12207357859531773,0.11348988760819326,0.6098654708520179,0.7759562841530054,0.16609081330098752,7.827354260089686,9.256830601092895,1.429476341003209,4650.0,5129.0,479.0,1058.5,1146.0,87.5,5.603004291845494,6.8595317725752505,1.2565274807297566,2.3218884120171674,2.551839464882943,0.22995105286577555,107,126,19
aggregator_excluded,Los Angeles Metro,878,1403,437,552,834,421,827,416,True,0.011389521640091117,0.03278688524590164,0.021397363605810522,0.01366742596810934,0.03563791874554526,0.021970492777435922,0.08868501529051988,0.19842053307008883,0.10973551777956896,0.28593272171253825,0.3711747285291214,0.08524200681658317,0.04100227790432802,0.16393442622950818,0.12293214832518017,0.023917995444191344,0.12758374910905204,0.1036657536648607,0.645083932853717,0.7648456057007126,0.11976167284699557,7.083932853717027,8.161520190023753,1.0775873363067259,4213.0,5522.0,1309.0,946.5,1080.0,133.5,4.781321184510251,6.379187455452602,1.597866270942351,1.5353075170842825,2.2380612972202423,0.7027537801359598,114,134,20
aggregator_excluded,Detroit Metro,338,500,195,201,321,143,321,142,False,0.008875739644970414,0.026,0.017124260355029584,0.008875739644970414,0.026,0.017124260355029584,0.188,0.15447154471544716,-0.03352845528455284,0.384,0.39295392953929537,0.008953929539295358,0.04437869822485207,0.14,0.09562130177514794,0.023668639053254437,0.09,0.06633136094674556,0.5295950155763239,0.8741258741258742,0.34453085854955023,5.841121495327103,7.979020979020979,2.137899483693876,3252.5,4849.5,1597.0,871.0,1191.0,320.0,3.7928994082840237,6.038,2.2451005917159765,1.2810650887573964,2.206,0.9249349112426035,88,118,30
aggregator_excluded,Pittsburgh Metro,193,373,108,133,184,122,178,118,False,0.025906735751295335,0.021447721179624665,-0.00445901457167067,0.025906735751295335,0.024128686327077747,-0.0017780494242175884,0.09923664122137404,0.13963963963963963,0.040402998418265584,0.24427480916030533,0.27927927927927926,0.035004470118973924,0.08808290155440414,0.16890080428954424,0.0808179027351401,0.05181347150259067,0.14209115281501342,0.09027768131242275,0.4945652173913043,0.6065573770491803,0.11199215965787601,6.461956521739131,6.770491803278689,0.3085352815395579,3495.0,4523.0,1028.0,876.5,866.0,-10.5,4.4404145077720205,5.900804289544236,1.4603897817722151,1.1761658031088082,2.1742627345844503,0.998096931475642,88,114,26
