spec,technology,label,category,arshkon_n,asaniczka_n,pooled_2024_n,scraped_2026_n,arshkon_rate,asaniczka_rate,pooled_2024_rate,scraped_2026_rate,pooled_to_scraped_pp,arshkon_to_scraped_pp,within_2024_arshkon_minus_asaniczka_pp,calibration_snr_arshkon_to_scraped,trajectory
primary_all,ci_cd,CI/CD,devops,4691,18129,22820,40881,0.19675975271797058,0.1429753433724971,0.15403155127081508,0.33592622489665125,18.189467362583617,13.916647217868066,5.378440934547349,2.5874872267309366,calibrated_rising
primary_all,python,Python,language,4691,18129,22820,40881,0.314218716691537,0.3258315406255171,0.32344434706397895,0.4937256916415939,17.028134457761496,17.95069749500569,-1.161282393398011,15.45765060854873,calibrated_rising
primary_all,api_design,API design,practice,4691,18129,22820,40881,0.14986143679386058,0.1253792266534282,0.1304119193689746,0.27396590102981827,14.355398166084369,12.41044642359577,2.4482210140432366,5.069169144618982,calibrated_rising
primary_all,observability,Observability,practice,4691,18129,22820,40881,0.02600724792155191,0.016768713111589166,0.01866783523225241,0.138793082360999,12.012524712874658,11.27858344394471,0.9238534809962742,12.208194996226023,calibrated_rising
primary_all,llm,LLM,ai_tool,4691,18129,22820,40881,0.015561713920272863,0.008439516796293232,0.009903593339176162,0.129571194442406,11.966760110322983,11.400948052213314,0.7122197123979631,16.007627777989484,calibrated_rising
primary_all,kubernetes,Kubernetes,cloud,4691,18129,22820,40881,0.13493924536346194,0.12879916156434443,0.13006134969325153,0.22002886426457277,8.996751457132124,8.508961890111083,0.6140083799117513,13.858054985070462,calibrated_rising
primary_all,aws,AWS,cloud,4691,18129,22820,40881,0.2692389682370497,0.25472999062275914,0.2577125328659071,0.34512365157408087,8.741111870817376,7.588468333703119,1.4508977614290541,5.230188187918146,calibrated_rising
primary_all,generative_ai,Generative AI,ai_tool,4691,18129,22820,40881,0.013216798124067362,0.007391472226818909,0.008588957055214725,0.07538954526552677,6.680058821031204,6.21727471414594,0.5825325897248453,10.672835861565481,calibrated_rising
primary_all,nextjs,Next.js,framework,4691,18129,22820,40881,0.024088680451929228,0.024491146781399967,0.02440841367221735,0.08923460776399794,6.482619409178058,6.514592731206871,-0.04024663294707395,161.86677627849863,calibrated_rising
primary_all,docker,Docker,cloud,4691,18129,22820,40881,0.13110211042421657,0.12019416404655524,0.12243645924627519,0.18573420415351874,6.329774490724355,5.4632093729302165,1.0907946377661335,5.0084673904507495,calibrated_rising
primary_all,terraform,Terraform,cloud,4691,18129,22820,40881,0.07333191217224472,0.05758729108058911,0.060823838737949165,0.12348034539272523,6.265650665477606,5.014843322048051,1.5744621091655606,3.1851152802310607,calibrated_rising
primary_all,rag,RAG,ai_ml,4691,18129,22820,40881,0.003197612449371136,0.0002758012024932429,0.0008764241893076249,0.0518089087840317,5.093248459472408,4.8611296334660565,0.2921811246877893,16.637384220696756,calibrated_rising
primary_all,typescript,TypeScript,language,4691,18129,22820,40881,0.09592837348113409,0.14242374096751062,0.13286590709903592,0.18355715368997824,5.069124659094232,8.762878020884415,-4.6495367486376535,1.8846776559948688,rising_not_above_2024_noise
primary_all,react,React,framework,4691,18129,22820,40881,0.14709017267107227,0.12813723867836063,0.1320333041191937,0.18113549081480396,4.910218669561026,3.4045318143731684,1.895293399271164,1.7963085903651554,calibrated_rising
primary_all,gcp,GCP,cloud,4691,18129,22820,40881,0.07183969302920486,0.06823321749682829,0.06897458369851008,0.11665565910814314,4.768107540963307,4.481596607893828,0.3606475532376571,12.426527138922737,calibrated_rising
primary_all,microservices,Microservices,architecture,4691,18129,22820,40881,0.11383500319761244,0.09950907385956202,0.10245398773006135,0.14869988503216652,4.624589730210517,3.486488183455408,1.4325929338050423,2.4336907583336402,calibrated_rising
primary_all,azure,Azure,cloud,4691,18129,22820,40881,0.2131741632914091,0.18936510563186054,0.19425942156003506,0.2366625082556689,4.240308669563383,2.3488344964259804,2.380905765954855,0.9865298030743302,rising_not_above_2024_noise
primary_all,postgresql,PostgreSQL,data,4691,18129,22820,40881,0.05990193988488595,0.05874565613106073,0.05898334794040316,0.09779604217117976,3.881269423077661,3.7894102286293814,0.11562837538252185,32.772320947114,calibrated_rising
primary_all,cpp,C++,language,4691,18129,22820,40881,0.10466851417608186,0.16537040101494843,0.15289219982471516,0.18837601819916341,3.548381837444825,8.370750402308156,-6.070188683886657,1.37899344455772,rising_not_above_2024_noise
primary_all,kafka,Kafka,data,4691,18129,22820,40881,0.06309955233425708,0.05841469468806884,0.05937773882559159,0.09427362344365353,3.4895884618061945,3.1174071109396446,0.46848576461882424,6.654219501154047,calibrated_rising
primary_all,claude,Claude,ai_tool,4691,18129,22820,40881,0.00021317416329140907,0.00011032048099729714,0.00013146362839614373,0.03480834617548494,3.4676882547088796,3.459517201219353,0.010285368229411193,336.3532665098759,calibrated_rising
primary_all,pytorch,PyTorch,ai_ml,4691,18129,22820,40881,0.018972500532935407,0.013514258922168901,0.014636283961437336,0.04818864509185196,3.3552361130414625,2.921614455891655,0.5458241610766505,5.352666049316513,calibrated_rising
primary_all,grafana,Grafana,ops,4691,18129,22820,40881,0.01577488808356427,0.011914611947708093,0.012708150744960562,0.04297840072405274,3.0270249979092183,2.720351264048847,0.3860276135856178,7.047038005340763,calibrated_rising
primary_all,java,Java,language,4691,18129,22820,40881,0.2845875079940311,0.2766286061007226,0.2782646801051709,0.30828502238203565,3.0020342276864733,2.3697514388004546,0.7958901893308501,2.977485425210278,calibrated_rising
primary_all,gitlab,GitLab,tooling,4691,18129,22820,40881,0.034960562779791086,0.033482265982679685,0.03378615249780894,0.06139771532007534,2.76115628222664,2.643715254028425,0.14782967971114017,17.883521490368217,calibrated_rising
