label,period,boundary,feature,coef_standardized,abs_coef,rank
primary,2024,associate_vs_entry,yoe_numeric,-0.21350227864251678,0.21350227864251678,2
primary,2024,associate_vs_entry,tech_count,0.14549539726640065,0.14549539726640065,4
primary,2024,associate_vs_entry,ai_mention,0.17272850990508742,0.17272850990508742,3
primary,2024,associate_vs_entry,org_scope_density,-0.09997969210350784,0.09997969210350784,5
primary,2024,associate_vs_entry,management_density,-0.045984809825528265,0.045984809825528265,6
primary,2024,associate_vs_entry,description_length_cleaned,-0.3307050313993018,0.3307050313993018,1
primary,2024,associate_vs_entry,education_level,0.016014582554015885,0.016014582554015885,7
primary,2024,mid-senior_vs_associate,yoe_numeric,-1.18459271634906,1.18459271634906,1
primary,2024,mid-senior_vs_associate,tech_count,-0.24802261385541227,0.24802261385541227,2
primary,2024,mid-senior_vs_associate,ai_mention,-0.17538722241882293,0.17538722241882293,4
primary,2024,mid-senior_vs_associate,org_scope_density,-0.12216621002489965,0.12216621002489965,5
primary,2024,mid-senior_vs_associate,management_density,-0.2034520292849423,0.2034520292849423,3
primary,2024,mid-senior_vs_associate,description_length_cleaned,0.05690472601575169,0.05690472601575169,6
primary,2024,mid-senior_vs_associate,education_level,-0.042160487945006125,0.042160487945006125,7
primary,2024,director_vs_mid-senior,yoe_numeric,-0.3688457466724855,0.3688457466724855,1
primary,2024,director_vs_mid-senior,tech_count,0.3575520790909514,0.3575520790909514,2
primary,2024,director_vs_mid-senior,ai_mention,0.22813200822140586,0.22813200822140586,3
primary,2024,director_vs_mid-senior,org_scope_density,-0.09490309609107139,0.09490309609107139,7
primary,2024,director_vs_mid-senior,management_density,-0.10046678456503683,0.10046678456503683,6
primary,2024,director_vs_mid-senior,description_length_cleaned,-0.21325469350152176,0.21325469350152176,4
primary,2024,director_vs_mid-senior,education_level,-0.16552064890061194,0.16552064890061194,5
primary,2026,associate_vs_entry,yoe_numeric,-0.14006673994454524,0.14006673994454524,4
primary,2026,associate_vs_entry,tech_count,-0.16538944446474035,0.16538944446474035,3
primary,2026,associate_vs_entry,ai_mention,-0.007562848984626857,0.007562848984626857,6
primary,2026,associate_vs_entry,org_scope_density,0.10720336917726148,0.10720336917726148,5
primary,2026,associate_vs_entry,management_density,0.0013405371408998202,0.0013405371408998202,7
primary,2026,associate_vs_entry,description_length_cleaned,-0.38905442775842397,0.38905442775842397,1
primary,2026,associate_vs_entry,education_level,0.37846492731977427,0.37846492731977427,2
primary,2026,mid-senior_vs_associate,yoe_numeric,-1.6340666224213451,1.6340666224213451,1
primary,2026,mid-senior_vs_associate,tech_count,0.11248065230215003,0.11248065230215003,5
primary,2026,mid-senior_vs_associate,ai_mention,0.05548872672507803,0.05548872672507803,6
primary,2026,mid-senior_vs_associate,org_scope_density,-0.5863898709039269,0.5863898709039269,2
primary,2026,mid-senior_vs_associate,management_density,-0.4237573907333882,0.4237573907333882,3
primary,2026,mid-senior_vs_associate,description_length_cleaned,-0.008043057858750553,0.008043057858750553,7
primary,2026,mid-senior_vs_associate,education_level,-0.1154749180647336,0.1154749180647336,4
primary,2026,director_vs_mid-senior,yoe_numeric,-0.11398620874489182,0.11398620874489182,4
primary,2026,director_vs_mid-senior,tech_count,-0.2772119072475677,0.2772119072475677,3
primary,2026,director_vs_mid-senior,ai_mention,-0.08667398409589212,0.08667398409589212,6
primary,2026,director_vs_mid-senior,org_scope_density,-0.11240038208510078,0.11240038208510078,5
primary,2026,director_vs_mid-senior,management_density,0.3111278063545475,0.3111278063545475,2
primary,2026,director_vs_mid-senior,description_length_cleaned,-0.32781583948243176,0.32781583948243176,1
primary,2026,director_vs_mid-senior,education_level,-0.039552054735454666,0.039552054735454666,7
no_aggregator,2024,associate_vs_entry,yoe_numeric,-0.20935478174968114,0.20935478174968114,2
no_aggregator,2024,associate_vs_entry,tech_count,0.12003671968015638,0.12003671968015638,5
no_aggregator,2024,associate_vs_entry,ai_mention,0.18125578704173487,0.18125578704173487,3
no_aggregator,2024,associate_vs_entry,org_scope_density,-0.12302052187977243,0.12302052187977243,4
no_aggregator,2024,associate_vs_entry,management_density,-0.07045214083916758,0.07045214083916758,6
no_aggregator,2024,associate_vs_entry,description_length_cleaned,-0.35020217375728363,0.35020217375728363,1
no_aggregator,2024,associate_vs_entry,education_level,-0.011078566370119492,0.011078566370119492,7
no_aggregator,2024,mid-senior_vs_associate,yoe_numeric,-1.1716590069187223,1.1716590069187223,1
no_aggregator,2024,mid-senior_vs_associate,tech_count,-0.17298509815936647,0.17298509815936647,2
no_aggregator,2024,mid-senior_vs_associate,ai_mention,-0.1657325983936998,0.1657325983936998,3
no_aggregator,2024,mid-senior_vs_associate,org_scope_density,-0.1379475508946929,0.1379475508946929,5
no_aggregator,2024,mid-senior_vs_associate,management_density,-0.16260738031579502,0.16260738031579502,4
no_aggregator,2024,mid-senior_vs_associate,description_length_cleaned,0.04758993886842394,0.04758993886842394,6
no_aggregator,2024,mid-senior_vs_associate,education_level,0.012369207886268689,0.012369207886268689,7
no_aggregator,2024,director_vs_mid-senior,yoe_numeric,-0.4040780303170102,0.4040780303170102,1
no_aggregator,2024,director_vs_mid-senior,tech_count,0.3229862095750046,0.3229862095750046,2
no_aggregator,2024,director_vs_mid-senior,ai_mention,0.1968369748004893,0.1968369748004893,4
no_aggregator,2024,director_vs_mid-senior,org_scope_density,-0.1045672568537498,0.1045672568537498,6
no_aggregator,2024,director_vs_mid-senior,management_density,0.15636234849418051,0.15636234849418051,5
no_aggregator,2024,director_vs_mid-senior,description_length_cleaned,-0.23932876163813874,0.23932876163813874,3
no_aggregator,2024,director_vs_mid-senior,education_level,-0.05408512982951321,0.05408512982951321,7
no_aggregator,2026,associate_vs_entry,yoe_numeric,-0.0067298440044276835,0.0067298440044276835,7
no_aggregator,2026,associate_vs_entry,tech_count,-0.0766354903388863,0.0766354903388863,3
no_aggregator,2026,associate_vs_entry,ai_mention,-0.026078808582605407,0.026078808582605407,5
no_aggregator,2026,associate_vs_entry,org_scope_density,0.04672171064712508,0.04672171064712508,4
no_aggregator,2026,associate_vs_entry,management_density,-0.009846149035931095,0.009846149035931095,6
no_aggregator,2026,associate_vs_entry,description_length_cleaned,-0.450929400762837,0.450929400762837,1
no_aggregator,2026,associate_vs_entry,education_level,0.33255705756607284,0.33255705756607284,2
no_aggregator,2026,mid-senior_vs_associate,yoe_numeric,-1.7455957292087076,1.7455957292087076,1
no_aggregator,2026,mid-senior_vs_associate,tech_count,0.02991378522811994,0.02991378522811994,6
no_aggregator,2026,mid-senior_vs_associate,ai_mention,0.0977152346724812,0.0977152346724812,5
no_aggregator,2026,mid-senior_vs_associate,org_scope_density,-0.5342530851332145,0.5342530851332145,2
no_aggregator,2026,mid-senior_vs_associate,management_density,-0.401744409714384,0.401744409714384,3
no_aggregator,2026,mid-senior_vs_associate,description_length_cleaned,-0.02657710946202135,0.02657710946202135,7
no_aggregator,2026,mid-senior_vs_associate,education_level,-0.13623916565574987,0.13623916565574987,4
no_aggregator,2026,director_vs_mid-senior,yoe_numeric,-0.12373735877327523,0.12373735877327523,4
no_aggregator,2026,director_vs_mid-senior,tech_count,-0.28286423809183386,0.28286423809183386,3
no_aggregator,2026,director_vs_mid-senior,ai_mention,-0.09985261260036511,0.09985261260036511,5
no_aggregator,2026,director_vs_mid-senior,org_scope_density,-0.08240952721999346,0.08240952721999346,6
no_aggregator,2026,director_vs_mid-senior,management_density,0.29393443682408776,0.29393443682408776,1
no_aggregator,2026,director_vs_mid-senior,description_length_cleaned,-0.2847686896890182,0.2847686896890182,2
no_aggregator,2026,director_vs_mid-senior,education_level,-0.02673527234206208,0.02673527234206208,7
