source,period,seniority_final,is_aggregator,n,mean_tech_count,mean_scope_count,mean_aspiration_ratio,median_aspiration_ratio,mean_ghost_score,kitchen_sink_share,aspiration_heavy_share,yoe_scope_mismatch_share,degree_contra_share,management_broad_share,management_strong_share,text_source
kaggle_arshkon,2024-04,entry,False,3,2.3333333333333335,0.3333333333333333,1.0,1.0,0.19275671604318356,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,llm_core
kaggle_arshkon,2024-04,mid-senior,False,21,3.380952380952381,0.6666666666666666,0.4333333333333334,0.41666666666666663,0.3801573353418696,0.5714285714285714,0.14285714285714285,0.0,0.0,0.8571428571428571,0.5238095238095238,llm_core
kaggle_arshkon,2024-04,mid-senior,True,1,2.0,0.0,,,-0.0055862415264875676,0.0,0.0,0.0,0.0,1.0,1.0,llm_core
kaggle_arshkon,2024-04,unknown,False,46,1.6521739130434783,0.1956521739130435,0.3925498369942814,0.2222222222222222,0.11623448569463699,0.10869565217391304,0.10869565217391304,0.0,0.0,0.6304347826086957,0.2608695652173913,llm_core
kaggle_arshkon,2024-04,unknown,True,2,3.5,0.5,,,0.26594275671604317,0.5,0.0,0.0,0.0,1.0,0.5,llm_core
kaggle_asaniczka,2024-01,associate,False,1,1.0,0.0,,,-0.0055862415264875676,0.0,0.0,0.0,0.0,1.0,0.0,llm_core
kaggle_asaniczka,2024-01,director,True,1,10.0,0.0,,,-0.25558624152648757,0.0,0.0,0.0,0.0,0.0,0.0,llm_core
kaggle_asaniczka,2024-01,entry,False,4,2.0,0.25,0.0,0.0,0.1180015064022094,0.25,0.0,0.0,0.0,1.0,0.0,llm_core
kaggle_asaniczka,2024-01,entry,True,2,4.0,1.0,0.0,0.0,0.4887647501883003,1.0,0.0,0.0,0.0,1.0,0.0,llm_core
kaggle_asaniczka,2024-01,mid-senior,False,288,2.5694444444444446,0.5416666666666666,0.6001801895957696,0.3333333333333333,0.27012110497391695,0.2638888888888889,0.1597222222222222,0.0,0.003472222222222222,0.7916666666666666,0.4444444444444444,llm_core
kaggle_asaniczka,2024-01,mid-senior,True,19,3.4210526315789473,0.15789473684210525,1.2948717948717947,0.6666666666666666,0.28189212045932055,0.15789473684210525,0.3157894736842105,0.0,0.0,0.8947368421052632,0.3684210526315789,llm_core
kaggle_asaniczka,2024-01,unknown,False,218,1.963302752293578,0.3623853211009174,0.6629923574368018,0.4,0.20479555311910483,0.15137614678899083,0.16972477064220184,0.0,0.0,0.7293577981651376,0.37155963302752293,llm_core
kaggle_asaniczka,2024-01,unknown,True,18,2.388888888888889,0.5,0.38461538461538464,0.0,0.29914985912349706,0.3333333333333333,0.2222222222222222,0.0,0.0,0.9444444444444444,0.5,llm_core
scraped,2026-03,associate,False,9,4.333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.14653945936898485,0.2222222222222222,0.1111111111111111,0.0,0.0,0.8888888888888888,0.3333333333333333,llm_core
scraped,2026-03,director,False,20,3.9,0.7,0.33166666666666667,0.125,0.27041802661310566,0.4,0.1,0.0,0.0,0.8,0.7,llm_core
scraped,2026-03,entry,False,117,2.786324786324786,0.4358974358974359,0.7846153846153846,0.5,0.28751091712427385,0.23931623931623933,0.21367521367521367,0.05982905982905983,0.017094017094017096,0.7094017094017094,0.21367521367521367,llm_core
scraped,2026-03,entry,True,22,2.772727272727273,0.5909090909090909,0.3083333333333333,0.29166666666666663,0.18015771574646788,0.22727272727272727,0.045454545454545456,0.0,0.0,0.8181818181818182,0.2727272727272727,llm_core
scraped,2026-03,mid-senior,False,937,3.5485592315901813,0.7150480256136607,0.48264309180571313,0.0,0.21485758175554537,0.35325506937033085,0.11632870864461047,0.0,0.0021344717182497333,0.7182497331910352,0.439701173959445,llm_core
scraped,2026-03,mid-senior,True,81,3.9876543209876543,0.5308641975308642,0.8400537634408601,0.125,0.18779039312138315,0.32098765432098764,0.13580246913580246,0.0,0.0,0.7160493827160493,0.35802469135802467,llm_core
scraped,2026-03,unknown,False,842,2.815914489311164,0.5332541567695962,0.3695115036355912,0.0,0.13595757026746091,0.26009501187648454,0.10570071258907364,0.0,0.0011876484560570072,0.665083135391924,0.29097387173396677,llm_core
scraped,2026-03,unknown,True,154,3.24025974025974,0.24675324675324675,0.5172043010752687,0.2,0.039926994923228924,0.15584415584415584,0.13636363636363635,0.0,0.0,0.45454545454545453,0.24025974025974026,llm_core
scraped,2026-04,associate,False,9,3.111111111111111,0.2222222222222222,0.2,0.0,0.15551510586659972,0.2222222222222222,0.1111111111111111,0.0,0.0,1.0,0.1111111111111111,llm_core
scraped,2026-04,associate,True,1,0.0,0.0,1.0,1.0,0.5303163444639718,0.0,1.0,0.0,0.0,1.0,0.0,llm_core
scraped,2026-04,director,False,7,3.5714285714285716,0.8571428571428571,0.375,0.25,0.3662440371579211,0.42857142857142855,0.14285714285714285,0.0,0.0,1.0,0.42857142857142855,llm_core
scraped,2026-04,entry,False,41,2.658536585365854,0.5365853658536586,0.3333333333333333,0.0,0.18551710623809728,0.1951219512195122,0.12195121951219512,0.04878048780487805,0.0,0.7317073170731707,0.34146341463414637,llm_core
scraped,2026-04,mid-senior,False,548,3.434306569343066,0.708029197080292,0.5067443064182195,0.0,0.1899923442880417,0.31204379562043794,0.11313868613138686,0.0,0.0018248175182481751,0.75,0.42700729927007297,llm_core
scraped,2026-04,mid-senior,True,47,4.276595744680851,0.5319148936170213,0.7431159420289856,0.0,0.2066829237023307,0.3191489361702128,0.1276595744680851,0.0,0.0,0.7446808510638298,0.46808510638297873,llm_core
scraped,2026-04,unknown,False,451,2.720620842572062,0.4501108647450111,0.38436324024559315,0.0,0.11047116542422813,0.22394678492239467,0.09534368070953436,0.0,0.004434589800443459,0.6208425720620843,0.29711751662971175,llm_core
scraped,2026-04,unknown,True,73,3.671232876712329,0.3561643835616438,0.7655913978494624,0.3333333333333333,0.08844782104767178,0.2191780821917808,0.136986301369863,0.0,0.0,0.4931506849315068,0.273972602739726,llm_core
