metric,baseline_2024,value_2026,change,within_company,between_company,within_plus_between
entry_final_share,0.03492957746478874,0.026602291015809902,-0.008327286448978836,-0.012030985219428313,0.004084677639882399,-0.007946307579545914
entry_yoe_share,0.0952112676056338,0.15232415033607877,0.05711288273044497,0.008347494021765413,0.06283427308836764,0.07118176711013305
ai_any_share,0.018591549295774647,0.1589510555713339,0.14035950627555926,0.13570817722602146,0.027257993756198508,0.16296617098221997
scope_any_share,0.1988732394366197,0.38682192558932127,0.18794868615270158,0.17257828690164667,0.05050024284659705,0.22307852974824371
clean_len_mean,618.883943661972,1421.122219066553,802.238275404581,592.8291749116433,42.270662838890445,635.0998377505338
tech_count_mean,3.3616901408450706,4.177885070529205,0.8161949296841349,1.1951009228454001,-0.1466345922211864,1.0484663306242137
requirement_breadth_mean,4.636619718309859,6.029347723184703,1.3927280048748436,1.7427320307456104,-0.020989260995027514,1.721742769750583
stack_depth_mean,2.033239436619718,2.5008993657104988,0.4676599290907806,0.42349772458783386,0.1022078541158189,0.5257055787036528
ai_domain_share,0.018591549295774647,0.08425636656252959,0.06566481726675494,0.08615982811476533,0.00744407752124675,0.09360390563601208
domain_entropy,0.7913574808139149,0.709745134900851,-0.08161234591306388,0.00752249866317399,-0.039306967979191504,-0.03178446931601751
