year,seniority_op,tech_count_mean,tech_count_median,tech_count_std,soft_count_mean,soft_count_median,soft_count_std,scope_count_mean,scope_count_median,scope_count_std,edu_level_mean,edu_level_median,edu_level_std,mgmt_strong_any_mean,mgmt_strong_any_median,mgmt_strong_any_std,mgmt_broad_any_mean,mgmt_broad_any_median,mgmt_broad_any_std,ai_mention_mean,ai_mention_median,ai_mention_std,requirement_breadth_mean,requirement_breadth_median,requirement_breadth_std,credential_stack_depth_mean,credential_stack_depth_median,credential_stack_depth_std,tech_density_mean,tech_density_median,tech_density_std,scope_density_mean,scope_density_median,scope_density_std,n
2024,associate,5.010194624652456,4.0,4.64119729162082,2.3317886932344765,2.0,1.4711888746331008,0.9768303985171455,1.0,1.129146968140705,1.46339202965709,2.0,1.2793145142296338,0.40963855421686746,0.0,0.49199506671673404,0.8137164040778498,1.0,0.38951589432162115,0.1566265060240964,0.0,0.3636168043558378,10.45690454124189,10.0,5.435892710108822,4.417052826691381,5.0,1.4959209311563517,3.720943889841653,2.705627705627706,4.507377848139373,0.5227714667808745,0.41118421052631576,0.6269457883738133,1079
2024,director,5.633928571428571,4.0,4.904485051101045,3.169642857142857,3.0,1.1221632331128664,1.5625,2.0,1.0720129251607518,2.3660714285714284,3.0,1.3151613179185633,0.6517857142857143,1.0,0.47854549575332067,0.9642857142857143,1.0,0.18641092980036,0.14285714285714285,0.0,0.3514998201309974,13.125,12.0,5.69514571233122,5.473214285714286,6.0,1.021920303556548,2.7848441396960615,1.5164552750385782,5.525404475146852,0.6707708837413203,0.6817713505750242,0.515424061931977,112
2024,entry,5.191740412979351,4.0,4.616197644145196,2.2035398230088497,2.0,1.4297719355235008,0.8023598820058997,1.0,0.9665379443728069,1.5486725663716814,2.0,1.2521542415138105,0.336283185840708,0.0,0.4731354460804531,0.8053097345132744,1.0,0.39654738659610594,0.1504424778761062,0.0,0.35803306196015444,10.218289085545722,9.0,5.69486600713829,4.289085545722714,4.0,1.3208272651099806,3.669232690462796,2.898550724637681,3.46807481484622,0.49665956940324407,0.3365870077415012,0.6661884318970256,339
2024,mid-senior,6.903916377578967,6.0,5.49694489308902,2.336954537155377,2.0,1.500514992112307,1.0483385064816506,1.0,1.1669003926210553,1.665145152455724,2.0,1.3366112526392109,0.5545006390359686,1.0,0.4970321484918823,0.8775333211612196,1.0,0.32783150715965703,0.12707686689793682,0.0,0.33306666059468687,12.685457367171809,12.0,6.328543490875146,4.779578236260726,5.0,1.3061959873642424,4.357704576151863,3.3222591362126246,4.162768857398615,0.5472696287160342,0.406669377795852,0.6634612760397364,21908
2024,unknown,5.296412181894034,4.0,4.763591101846284,2.007926574885273,2.0,1.521231532878235,0.8235294117647058,0.0,1.0232745148829199,1.345014601585315,2.0,1.2657804946292006,0.3919482686691698,0.0,0.4882361589177311,0.7709637046307884,1.0,0.42025648326018833,0.12661660408844388,0.0,0.3325776778629455,10.16270337922403,9.0,5.803246847707212,4.197955778055904,4.0,1.4650201901145048,4.266320266186539,3.0194756253814043,4.784672862279985,0.4710821434025047,0.0,0.6874478279159489,4794
2026,associate,7.749406175771972,6.0,6.016438510125502,3.18646080760095,3.0,1.4750100881198984,1.667458432304038,1.0,1.3753773068079185,1.4655581947743468,2.0,1.3037498226491229,0.6187648456057007,1.0,0.4859788110639466,0.8990498812351544,1.0,0.3014417198558701,0.47743467933491684,0.0,0.49978742081171007,15.273159144893112,15.0,7.0889686200410695,5.323040380047506,5.0,1.2661010664149315,3.0422943689697175,2.2955540683673306,3.263643484795813,0.5631982019293282,0.46620170743930234,0.5562140420493691,842
2026,director,10.973118279569892,11.0,6.755197895392725,3.7688172043010755,4.0,1.2418123000671606,2.4838709677419355,2.0,1.3163938589689395,1.8844086021505377,2.0,1.1135402491614854,0.8844086021505376,1.0,0.32016492503863536,0.9731182795698925,1.0,0.16195555940722803,0.6827956989247311,1.0,0.4660145078115969,20.46505376344086,21.0,7.554036371090229,6.161290322580645,6.0,1.0071477441559333,3.306217463102402,3.3323235383217207,2.298677064462253,0.7463386680387092,0.6289652353221391,0.4793758140069287,372
2026,entry,7.158488714425908,6.0,5.585380045738409,2.860647693817468,3.0,1.462064083435044,1.474730127576055,1.0,1.3620984535229654,1.585377821393523,2.0,1.2515794701493785,0.5782630029440629,1.0,0.4938975085703376,0.9298331697742885,1.0,0.2554593056113292,0.47325809617271836,0.0,0.4993456165633796,13.883709519136408,13.0,6.7641944062949815,5.020117762512267,5.0,1.206765218622517,3.0701275442359806,2.2142945346776304,3.152620400359269,0.5118241953002349,0.4371584699453552,0.4882203425511358,4076
2026,mid-senior,9.075910115979381,8.0,6.210054287298404,3.2915592783505154,3.0,1.4489432785902239,2.127818943298969,2.0,1.545131431780195,1.5312097293814433,2.0,1.3834633865617147,0.7345763530927835,1.0,0.4415674202280348,0.9517557989690721,1.0,0.2142861340967187,0.5193298969072165,1.0,0.49963627580283454,17.30811050257732,17.0,7.274096107922792,5.590125644329897,6.0,1.1529256691067942,3.1226719380550794,2.504553734061931,2.7856021007614125,0.6431581026498091,0.5861664712778429,0.5033677033263831,24832
2026,unknown,8.580769230769231,7.0,6.352645041513881,2.7987854251012148,3.0,1.5078919549870546,1.6813765182186236,1.0,1.4565646609039495,1.7087044534412956,2.0,1.3921238629038475,0.5797570850202429,1.0,0.4936477863532428,0.8643724696356275,1.0,0.3424272762105675,0.4767206477732793,0.0,0.4995083378378517,15.744331983805669,15.0,7.553307768769666,5.341902834008097,6.0,1.355552656045671,3.669248658264164,2.8137878147803175,3.529168442765877,0.6185780013802901,0.5192107995846313,0.575493006781482,4940
