period,uid,source,title,matched_sub,context_200c
2024,asaniczka_890fdba800df954f,kaggle_asaniczka,Sr. Software Engineer - Medical Devices,leads,al conferences proactively literature incorporate individual overall program seizes pursue relevant leads group maintain productivity understand adhere standards regarding conduct appropriate handling cont
2024,asaniczka_b13e1fcb9d8e808c,kaggle_asaniczka,Senior Systems Engineer,leads, cots gots perform active passive successful candidate understand software provide software closely leads direction methodologies systems assume responsibility performed deliverables effort applies systems
2024,asaniczka_0dee6c09f0f61b0c,kaggle_asaniczka,Senior Software Engineer with Security Clearance,leads, teams reviewing prioritizing documented requirements track including issues milestones communicate leads atlasian jira manage help establish versioning git and/or tasks graphical ui/ux coordinate meetings
2024,asaniczka_f81561bd950dac09,kaggle_asaniczka,Systems Engineer,leads,xisting ones feedback users colleagues institutions assists systems troubleshoot expertise problems leads participates dei initiatives trainings consistent principles dependable considerate vulnerability r
2024,arshkon_3904394223,kaggle_arshkon,Sr. Software Engineer,leading,tegrationsactive participation continuous continuous deployment cicd initiatives utilizing industry-leading azure kubernetes jenkins spinnaker newrelic morekey contribution enhancing upholding standards requ
2024,asaniczka_5cd2f3fea40de49b,kaggle_asaniczka,Senior Associate Infrastructure Engineer,leads,fferent stages lifecycle uses open-source solutions observability principles contributes ceremonies leads demos presentations helps established norms comfortably implements solutions observability principl
2024,arshkon_3904098537,kaggle_arshkon,"Lead / Sr. Software Engineer, React + Front End",lead,role software endlocation remoteduration months c2h role experienced senior/lead software expertise member uis browsers maintaining existing html5 scss javascript es6+ required cer
2024,arshkon_3903810687,kaggle_arshkon,Senior Software Engineer (C#),leading,rms customer adoption capabilities result customer expectations currently modernize workspace allow leading-edge use cases modernization effort involves updating adding tooling adding mixed on-premises hybri
2024,arshkon_3898157763,kaggle_arshkon,Kubernetes DevOps Engineer,leads,ng/programming languages like scripting troubleshooting written/verbal communication ability remote leads/architects ability explore challenging problems areas compute distributed systems etc ability solut
2024,asaniczka_a16fe58495836827,kaggle_asaniczka,Sr. Data Engineer,leads,using hands-on pipelines must database excellent verbal written communication engagement engagement leads directors gain exposure solutions understands utilizes
2024,asaniczka_9de28d247d2aa9c0,kaggle_asaniczka,Senior Fullstack Software Engineer,lead,ng timely collaborating teams needed developing back end communication written verbal desire mentor/lead fellow desired related previous ecommerce companies responsibilities hands
2024,arshkon_3900090996,kaggle_arshkon,Project Developer,lead,/or manage various aspects utility-scale projects.work closely manager uncover existing development.lead landowner lease negotiations relationships involving large landowners.secure permitting realization
2024,asaniczka_b164a186c3c453c6,kaggle_asaniczka,Application Engineer,leads,ides results assigned remediates issues principles creates solutions potential failures contributes leads technology minimum need bachelors related technology software related internal applicants proficien
2024,asaniczka_8e0ffb5ae4ceb0fe,kaggle_asaniczka,Cloud Software Lead Engineer,leads,fine define priorities management define software protocol manage expectations broader stakeholders leads defining short-term long-term deliverables suppliers customers teams documentation flowcharts comme
2024,arshkon_3905394682,kaggle_arshkon,"Lead Software Development Engineer, Developer Platform Team - Golang (Remote)",lead,devsecops capabilities teams developing software.partner deliver goals.lead architectural definitions degree creativity.create framework needed systems simpler deploy.research
2026,linkedin_li-4395356107,scraped,Senior Software Engineer,leads,uited experienced takes end end ownership-from implementation deployment operational excellence-and leads expertise schedule monday friday pm responsibilities implementation software solutions capabilities
2026,linkedin_li-4378395485,scraped,"Lead Software Engineer, Full Stack (Java, JavaScript, TypeScript) - Navigator Platform",leads,yers thereby creating consumers valued measure become undisputed number driving unparalleled volume leads directly ensures buying customer significant measurable dealerships leveraging technology embrace p
2026,linkedin_li-4380713764,scraped,Enterprise Platform Engineer and Operations Integration Manager,leads, cycles customer aspects roadmap ensuring alignment portfolio external teams requirements gathering leads service-to-platform transformation initiatives including ways dependencies facilitate communicate u
2026,linkedin_li-4394247081,scraped,Senior Full Stack Engineer,leads,gs issues needed communication verbal written communication translates detail updates aligns owners leads discussions offs mentors junior coordinates effort backend angular js frameworks database sql schem
2026,linkedin_li-4375929592,scraped,Reliability Engineer,leads,on implementation practices ensure dependability systems focusing management continuous improvement leads example comply requirements company policies procedures teams facilitation participation problem-so
2026,linkedin_li-4400264732,scraped,Senior Dotnet Developer,lead,le backend expertise include designing debugging documenting maintaining backend software solutions lead/mentoring driving timelines guiding less seasoned software solutions bachelor degree software relat
2026,linkedin_li-4388493164,scraped,Senior DevOps Engineer,leading,igning implementing maintaining ci/cd pipelines taking ownership establishing governance frameworks leading/mentoring ensure compliant practices role optimizing guiding enabling smooth multiple migration man
2026,linkedin_li-4388997209,scraped,Senior DevOps Engineer,leading,opportunity global market-leading technology company hybrid full-time role days onsite days remote week forefront managing enhancing 
2026,linkedin_li-4365571982,scraped,"Staff Software Engineer, Infrastructure, Google Cloud Compute",leading,g-edge models delivering unparalleled global services providing enable software teams shaping world-leading hyperscale teams tpus global systems much us salary full-time position bonus salary ranges determin
2026,linkedin_li-4378365008,scraped,Databricks AWS Lead Software Engineer,leading,description seeking highly software jpmorganchase technology deliver market-leading technology contributor conducting technology solutions multiple areas various functions objectives 
2026,linkedin_li-4400305509,scraped,Lead ServiceNow Engineer (Max $70/hr W2),leads,execution goals outcomes anchors guiding feasibility determines built efficiently securely scalably leads architectural practices architectural made standards provided solutions architect owns supports rem
2026,linkedin_li-4388241396,scraped,Junior data scientist/Junior java developer,leads,ystems keyword looking job-ready specific stacks depth relevant certifications narratives lot often leads silence fix fix application communicates helped candidates full-time roles organizations labs citi 
2026,linkedin_li-4377900356,scraped,Senior Platform Engineer - Identity & Access Management (IAM),leads,sands employees recommends implements solutions implementation iam services coordination iam domain leads software teams domain leads defines/maintains aspects including service/product evaluation accounta
2026,linkedin_li-4393287757,scraped,Software Engineer [Multiple Positions Available],leading,dation co equal opportunity employer including disability/veterans j.p management delivers industry-leading management solutions management provides individuals institutions expertise classes global manageme
2026,linkedin_li-4401344300,scraped,Associate Software Engineer,leading,tunity professionally exciting opportunity software solutions cranberry township solutions industry-leading company focuses providing wind fossil coal plants sectors upgrading existing systems industry-leadi
