period,uid,source,title,matched_sub,context_200c
2024,arshkon_3901985599,kaggle_arshkon,Lead Azure Cloud Engineer,mentorship,ecuring azure environments accordance prevailing policy.guide governance azure architecture.provide mentorship.troubleshoot issues provide operational internal customers azure.work closely define baselines azur
2024,asaniczka_fb4aaba8d7036b40,kaggle_asaniczka,Data Engineer/ Tech Lead with PBM,mentor,iption looking tech us pbm candidate possess responsibilities tech write end end documentation lead/mentor leads solutions articulate context conceptual component-level logical ensure overall ensures specif
2024,asaniczka_01cf72f1af2e3f99,kaggle_asaniczka,Lead Software Engineer Test,mentors,ainable manage effectively attend meetings required analysts management successful completion leads mentors needed provides capabilities evangelizes others functions needed follow established procedures poli
2024,arshkon_3901946264,kaggle_arshkon,Backend Platform Engineer,mentorship,rks like rxjava problem-solving passion cryptocurrency position offers competitive salary excellent mentorship fast-paced minimal bureaucracy
2024,asaniczka_ad0cdf883c8c2083,kaggle_asaniczka,"Lead / Staff Full Stack Software Engineer (Bangkok based, relocation provided)",mentoring, use modularized looking strives ownership role technology individual contributors heavily involved mentoring go-to implement systems looking passionate responsibility driving architectural changes expected ro
2024,arshkon_3899538847,kaggle_arshkon,Senior Software Engineer,mentoring,ounders define implement nature wearing different hats different days setting software interviewing mentoring teammates talking customers looking ruby rails similar frameworksexperience large requirements gath
2024,asaniczka_d308ce63f4574ab2,kaggle_asaniczka,"Lead, Infrastructure Developer",coach,acity requirements solutions adoption developed solutions bring relevant technologies provide input coach embed day-to-day problems situations requires evaluation intangible variables fundamentals linux/un
2024,asaniczka_c17d77193036c171,kaggle_asaniczka,Senior React Native Engineer,coach,-to-end ensuring remains performant bug-free architect assemble features including llms world-class coach co-pilot write quickly counted minimal review monitor communicate directly customer-facing teams id
2024,asaniczka_38964181d14bcea6,kaggle_asaniczka,Software Engineer III - Fraud,hire,antonio looking software fraud prevention contract-to-hire position expected full-time months tasks software fraud write implement solutions assigned program 
2024,asaniczka_80321d101778e01b,kaggle_asaniczka,Senior Full Stack Developer,mentoring,hnologies including c# and/or node.js proficiency git demonstrated software methodologies including mentoring interpersonal including excellent communication ability others ability communicate clearly concisel
2024,asaniczka_0f2a1d8810a031f4,kaggle_asaniczka,Principal Salesforce Developer,mentoring,ion systems customization member role application deployment iterative refinement setting practices mentoring participate requirements gathering sessions provide documentation around customizations migration a
2024,asaniczka_f1f2bfe752535dda,kaggle_asaniczka,Expert Systems Engineer - Call of Duty - New Studio,mentorship,ncy existing areas improvement push limits duty accomplish feature roll optimization review provide mentorship player profile requirements systems shipped excellent debugging architecting debugging threaded sys
2024,asaniczka_3603b551b60bc7ec,kaggle_asaniczka,Sr. DevOps Engineer,mentoring,l including availability capacity utilization redundancy cost participate prioritization activities mentoring contribute internal participating developing standards documenting solutions relationships teams le
2024,asaniczka_a5cdb9eb76f0756d,kaggle_asaniczka,"Senior Software Engineer (C, Tandem)",hire,l mx considered must legally authorized u.s without need sponsorship provided role full-time direct-hire role available
2024,asaniczka_cd31bd9d416bd6c7,kaggle_asaniczka,Senior Salesforce Developer,mentorship,robust solutions customize configure ensuring alignment evolving mitigating risks enhancing embrace mentorship role nurturing guiding junior cultivating continuous requirements possess bachelor degree related p
2024,asaniczka_44143b74a4d4d865,kaggle_asaniczka,Lead Software Engineer,mentoring,e passion staying tech trends experimenting technologies participating internal external technology mentoring digital deliver robust cloud-based solutions powerful help millions americans empowerment utilize l
2024,asaniczka_d8a448a786e5bf1b,kaggle_asaniczka,VDI Infrastructure Engineer III,mentoring,rvers solutions handles issues problems refers issues higher-level possesses subject provide and/or mentoring responsibilties includes implement application virtualization coordinates application owner teams c
2024,arshkon_3906079134,kaggle_arshkon,Lead Software Engineer,mentors,ware backend services role develops offerings impacting million users globally oversees high-impact mentors supervises less enable effectively solutions.ramps problems bases significant contribution go-to ar
2024,asaniczka_c0fe1b6dd76e7d13,kaggle_asaniczka,Senior Telecom and Security Systems Engineer,mentoring,es permitting subcontracting perform calculations specify problems difficult complexity participate mentoring conducting seminars appraisal input counseling analyze recommendations regarding solutions problems
