period,uid,source,title,matched_sub,context_200c
2024,asaniczka_e6bbf12e9db8390e,kaggle_asaniczka,Lead React developer,stakeholders,just accordingly identify potential issues solutions ensure timely establish communication channels stakeholders providing regular updates functional teams ensure alignment requirements goals requirements ensure 
2024,asaniczka_b09db40d1af338d8,kaggle_asaniczka,Software Development Engineer III,stakeholders,lability x7 continually improve operational procedures effectively communicate risks issues program stakeholders sponsors management teams troubleshoot issues appropriate parties sde expected demonstrate mastery 
2024,asaniczka_030fcbb9fe5311ec,kaggle_asaniczka,"Asset & Wealth Management Engineering, Software Development Engineer-Associate-Richardson",stakeholders,management role role offers opportunity competitive supporting deposits candidates directly variety stakeholders including organization/team various teams industry phone candidate expertise designing creating jav
2024,arshkon_3904942173,kaggle_arshkon,HFT Trading Firm | Senior Software Engineer,ownership,x platformproven large setsstrong analytical problem-solving skillsself-directed comfortable taking ownership responsibilitiesminimum academic qualification bachelor degree equivalentreliable predictable avail
2024,asaniczka_99efc205909b5f8b,kaggle_asaniczka,Senior Frontend Software Engineer - Tactical Support,ownership,oyed customer environments scripts frameworks verify ui functionality produce software deliverables ownership certain ui capabilities provide direction making subject expertise limited specific direction commu
2024,asaniczka_50f15b4e5d9ee6c8,kaggle_asaniczka,Senior Java Software Engineer (Onsite),cross-functional,enhancements capabilities responsibilities anticipate include implement java-based software systems cross-functional teams define software requirements specifications previously written modifications necessary ensure
2024,asaniczka_df7ff27533558a21,kaggle_asaniczka,Principal System Engineer- Patriot Test Facility Lead Onsite with Security Clearance,stakeholders,onal extended hours and/or off-shift required manage cost schedule budget present internal external stakeholders including program customers verification including execution functions issues includes closely team
2024,asaniczka_2f8cc6ff475046db,kaggle_asaniczka,Senior Software Engineer (.Net ),end-to-end,expected perform end-to-end development/maintenance engaged readiness activities related assigned tasks expected adhere standar
2024,asaniczka_7989795abc44bade,kaggle_asaniczka,Application Engineer  (Workday HCM),stakeholders,e highly desirable including etl transformation principals cleansing dashboard ability requirements stakeholders recommendations specification documents excellent communication interpersonal ability levels employ
2024,asaniczka_b13e1fcb9d8e808c,kaggle_asaniczka,Senior Systems Engineer,stakeholder, program overseers executives responsibility completeness performed deliverables areas iso/iec15288 stakeholder requirements definition requirements architectural implementation verification transition validatio
2024,arshkon_3903475191,kaggle_arshkon,Data Engineer,stakeholders,hanges facilitate cross-team including analysts app/dashboard implement feature pipelines databases stakeholders understand requirements provide clients implementation remain date practices surrounding must-haves
2024,asaniczka_569e7c0eb433cc99,kaggle_asaniczka,Software Engineer III (Python),ownership,ellent analytical ability multi-task fast-paced results-driven execution-oriented personality ready ownership results customers passion proficiency word powerpoint sharepoint qualifications required hours a.m 
2024,asaniczka_36c61b6bb5d6a9ca,kaggle_asaniczka,Senior Data Engineer,cross-functional,rive valuable seamlessly role crucial shaping contributing fresh demonstrating informed perspective cross-functional teams towards developing robust real-world solutions user every touchpoint passionate leveraging me
2024,asaniczka_e9181bf4cba3f15d,kaggle_asaniczka,Site Reliability Engineer/DevSecOps Developer,stakeholders,loyment share practices identify bottlenecks continuously utilization costs ability teach influence stakeholders use solutions practices criteria bachelor degree it-related systems implement azure dod especially 
