period,uid,source,title,matched_sub,context_200c
2024,asaniczka_88768f4605a29c5e,kaggle_asaniczka,Senior Frontend Engineer,copilot,ript/react backend terraform gcp excited creatively leveraging llms gpt-3 codex spreadsheet context copilot-like functionality sheets smarter autofill formulas sql writing formulas must haves similar framewo
2026,linkedin_li-4390988041,scraped,"Lead .Net Developer with Angular (13+ Years Onsite Hackensack, NJ)",copilot, solutions e.g nservicebus proficiency sql similar large-scale databases ai-assisted e.g codex opus copilot-style refactoring validate review govern ai-generated maintainability standards grasp tuning optimi
2026,linkedin_li-4394975400,scraped,Principal Software Engineer,copilot,hz bonus modernization migration refactoring monolithic microservices tooling expertise azure azure copilot/ai assistants messaging high-throughput eventing systems like kafka azure bus domain familiarity in
2026,linkedin_li-4401373242,scraped,Platform Engineer II ? Cloud Backup & Recovery (AWS/GCP),copilot, familiarity gcp services iam logging/monitoring compute familiarity llm-assisted models e.g cursor/copilot claude/gpt use dev/ci workflows backup disaster rto retention policies immutability systems cloudwa
2026,linkedin_li-4394392859,scraped,Senior AI Developer,copilot,ty manipulate declarative models/metadata yaml/json programmatic ai-driven workflows conversational copilot-like assistants workflow features tightly end-user microservices databases rest apis communication 
2026,linkedin_li-4403047898,scraped,Software Development Engineer,copilot,e runs largest workloads generative transformed retrieve reason interact retrieval systems backbone copilot-style seamlessly combining large models deliver rich grounded user azure delivers high-scale enterp
2026,linkedin_li-4401117360,scraped,Senior iOS developer,copilot,ests publish responsibilities teams define features estimates maintain automate tests ios including copilot-driven applicable ensure application adherence specifications identify bottlenecks defects prior re
2026,linkedin_li-4396394576,scraped,Senior Software Engineer - Mobile,copilot,learns making individuals teams greatest ability allow taking away mundane tasks guiding fastest ai-copilot meeting notetaker history companies adding customers every company raised series recognized notably
2026,linkedin_li-4396019432,scraped,"Vice President, Full-Stack Engineer",copilot, ways agile/scrum collaborative tooling jira problem-solving communication assisted assistants like copilot/claude code/cursor/windsurf others
2026,linkedin_li-4397234340,scraped,"Senior Vice President, Full-Stack Engineer",copilot,ges javascript angular typescript javascript frameworks html frameworks e.g playwright/cucumber e.g copilot/windsurf sdlc ci/cd git etc appdynamics splunk moogsoft scrum ability fast-paced analytical attenti
2026,linkedin_li-4399641278,scraped,Senior Developer,copilot,reactjs copilot/claude requirement expertise c# microservices tech use on-prem k8s kafka redis apache druid additio
2026,linkedin_li-4387617148,scraped,Platform Engineer II – Cloud Backup & Recovery (AWS/GCP),copilot, familiarity gcp services iam logging/monitoring compute familiarity llm-assisted models e.g cursor/copilot claude/gpt use dev/ci workflows backup disaster rto retention policies immutability systems cloudwa
2026,linkedin_li-4396331990,scraped,Software Developer (AppSec/AI‑assisted Dev),copilot, contributing tooling enablement initiatives responsibilities maintain internal application program copilot/claude ui/claude ai-assisted techniques improve productivity ide vs following established standards
2026,linkedin_li-4402191566,scraped,Software Engineer 3 - Contingent,copilot,ices challenges consulting stakeholders needed software demonstrated consulting must hands-on genai copilot/coding agent claude devin cursor software java/spring technology expertise ui angular react/typescr
2026,linkedin_li-4401449086,scraped,Senior Azure Engineer,copilot,tes concrete examples knows trust/verify crafts prompts shares expected year hands-on genai tooling copilot/cli/agents proof additional qualifications optional desired role complement azure/terraform respons
2026,linkedin_li-4399686632,scraped,Sr Software Engineer(Java/Spring/MuleSoft),copilot,aging sytems like kafka/mq/rabbit nosql databases like cassandra/mongodb communication adapting use copilot/windsurf/cursor/openai codex related bachelors degree systems related following areas application s
