period,uid,source,title,matched_sub,context_200c
2024,arshkon_3905377303,kaggle_arshkon,Software Engineer,stakeholders,tware reusable software inc predefined standards required effectively qa owners management internal stakeholders maintainable software modules inc conduct appropriate methodology techniques analyze requirements s
2024,asaniczka_3834640711cc2cfb,kaggle_asaniczka,Lead Test Engineer,stakeholders,sue tracking track defects include defects resolutions provide detailed reports activities outcomes stakeholders teams closely software understand requirements ensure goals facilitate communication teams issues c
2024,arshkon_3901166873,kaggle_arshkon,React Developer,stakeholders,ience azure similar ci/cd pipelines plus.excellent communication ability effectively interact teams stakeholders.strong problem-solving abilities tackling challenges
2024,arshkon_3904359968,kaggle_arshkon,DevOps Architect,stakeholders,oyments provide subject expertise technologies practices customer requirements role collaboratively stakeholders teams manage releases execute deployments architect continuous continuous practices hybrid waterfal
2024,asaniczka_e558dca8220f1e79,kaggle_asaniczka,Software Engineer III,stakeholders,re lifecycle role individual apis management responsibilities participate aspects including reviews stakeholders solutions evaluate implement ensure valid properly structured performs optimally evaluate provide r
2024,asaniczka_7bf72dced4a037a7,kaggle_asaniczka,Senior Data Engineer,stakeholders,ologies closely making duties responsibilities maintain etl pipelines supporting reports analytical stakeholders making including manual accountability governance including accessibility vendors stakeholders clie
2024,arshkon_3891015210,kaggle_arshkon,Full Stack Engineer,stakeholders,pendently advocate practices solutions inception maintain front-ends user maintain back-end systems stakeholders solutions inception maintain application utilize services including database systems models advocat
2024,asaniczka_2357d91f34431be7,kaggle_asaniczka,Full Stack Engineer,stakeholders,ng systems employing thoughtful refactoring enhancing pre-existing exceptional simplifying problems stakeholders responsibilities translate requirements actionable implementation customers stakeholders conceptual
2024,asaniczka_093065c2d00bf442,kaggle_asaniczka,Senior Platform Engineer,stakeholders,dback improvement deliver highly available services communicate solutions effectively non-technical stakeholders java kotlin microservices boot postgresql qualifications bachelor degree software related software 
2024,asaniczka_1d46fef4df498b65,kaggle_asaniczka,Cloud Engineer - Azure + M365,stakeholders,timizing utilization implementing robust measures ensuring industry standards collaborating various stakeholders specific requirements position offers opportunity contribute groundbreaking directly responsibiliti
2024,asaniczka_0999d1cc7e81c04f,kaggle_asaniczka,Lead Software Engineer,stakeholders,tware systems distributed systems manage cloud-based services relational databases ensure retrieval stakeholders understand requirements translate functional software solutions junior software promoting continuou
2024,asaniczka_4ef03cd0b00e4be2,kaggle_asaniczka,Software Engineer III,stakeholders, requested example documents requirements frames writing developing conducting communicating issues stakeholders collaborating functional teams identifying areas opportunity interpreting identifying ensuring impl
2024,asaniczka_7ded4bcf1e2db9ca,kaggle_asaniczka,"Principal Engineer, Software Dev",stakeholders,ements software practices improvement existing systems assess effectively improve existing software stakeholders define software architectures requirements participates roadmap longer-term goal proactively ad-hoc
2024,arshkon_3900943272,kaggle_arshkon,"MilComm Systems Engineer, Principal",stakeholders,chitectures.propose actions modifications technology insertion initiatives advocate recommendations stakeholders.work closely non-government non-technical explain advocate recommendations.lead assessing proposed 
2024,asaniczka_e67215a74c564421,kaggle_asaniczka,Senior Software Engineer,stakeholder,low implement experiments customers explore provide anticipate scaling-related challenges long-term stakeholder inject context ensuring non-technical employees global perspective share insightful updates present
2026,linkedin_li-4403133169,scraped,IT - Software Developer - Cloud,stakeholders,nagement modernization monitor capacity proactively recommend scaling improvements needed end users stakeholders define requirements upgrades modernization initiatives coordination centralized teams teams ensure 
2026,linkedin_li-4395363114,scraped,Lead Data Engineer,stakeholders,ke/redshift governance role blends hands-on expertise ownership cross-functional partnering closely stakeholders unlock enable solutions responsibilities pipelines define enforce standards practices teams transla
2026,linkedin_li-4395932378,scraped,"Blockchain & AI Software Lead Engineer (Payments), Vice President",stakeholders,g encryption management audit trails ensure alignment regulatory frameworks e.g kyc/aml operational stakeholders regulatory readiness required qualifications software java similar hands contracts distributed syst
