spec,definition,side,definition_label,metric,arshkon_mean,asaniczka_mean,pooled_2024_mean,scraped_2026_mean,cross_period_diff_pooled_to_scraped,cross_period_diff_arshkon_to_scraped,within_2024_diff_asaniczka_minus_arshkon,signal_to_noise_abs
llm_text_no_aggregators,all_swe,all,all SWE rows,tech_count,5.3314540756401225,4.916927790543834,5.011709098721667,6.866256133936303,1.8545470352146358,1.5348020582961803,-0.4145262850962883,4.473894905805194
llm_text_no_aggregators,all_swe,all,all SWE rows,ai_requirement_count,0.10429880197322058,0.06385349209665066,0.07310129981738103,0.5384393341672279,0.4653380343498469,0.4341405321940073,-0.040445309876569926,11.505364547087286
llm_text_no_aggregators,all_swe,all,all SWE rows,soft_skill_count,0.6105238430819826,0.4534503168303043,0.4893651305188527,0.6092562301549119,0.1198910996360592,-0.0012676129270706715,-0.1570735262516783,0.7632801178981502
llm_text_no_aggregators,all_swe,all,all SWE rows,org_scope_count,0.5922010805731736,0.5907666597033633,0.5910946395960898,0.8929086885403638,0.301814048944274,0.3007076079671902,-0.0014344208698102712,210.4082945922242
llm_text_no_aggregators,all_swe,all,all SWE rows,management_strong_count,0.11956777073056143,0.12311120395515633,0.12230099903319368,0.1637640719715193,0.041463072938325615,0.04419630124095786,0.003543433224594897,11.701384027934061
llm_text_no_aggregators,all_swe,all,all SWE rows,management_broad_count,0.7361992013154803,0.7300327275259383,0.7314426898700183,1.0176080053882421,0.2861653155182239,0.2814088040727618,-0.0061664737895420485,46.40663777790514
llm_text_no_aggregators,all_swe,all,all SWE rows,education_level_score,0.21611463471928588,0.36947287793329153,0.33440756257385323,0.3510054844606947,0.01659792188684145,0.1348908497414088,0.15335824321400565,0.1082297341113883
llm_text_no_aggregators,all_swe,all,all SWE rows,requirement_breadth,7.410382898754992,7.013369542510967,7.104146524868407,9.397382853843933,2.293236328975526,1.9869999550889412,-0.3970133562440248,5.776219597927041
llm_text_no_aggregators,all_swe,all,all SWE rows,credential_stack_depth,2.6365985435752877,2.677181254787271,2.6679020302932646,3.1949389011834888,0.5270368708902242,0.5583403576082011,0.0405827112119832,12.986733886192443
llm_text_no_aggregators,all_swe,all,all SWE rows,tech_density,7.492202572482955,7.0368848601987635,7.140993115714599,7.02880721196177,-0.11218590375282833,-0.4633953605211847,-0.4553177122841916,0.24639037912675416
llm_text_no_aggregators,all_swe,all,all SWE rows,scope_density,0.6175993013504003,0.5994837050427475,0.6036258305923059,0.8049201977313579,0.20129436713905202,0.1873208963809576,-0.018115596307652804,11.111661118989312
llm_text_no_aggregators,J1,junior,seniority_final = entry,tech_count,4.689024390243903,4.443243243243243,4.558739255014327,5.914563106796116,1.355823851781789,1.2255387165522134,-0.24578114700065967,5.516386705519566
llm_text_no_aggregators,J1,junior,seniority_final = entry,ai_requirement_count,0.13414634146341464,0.021621621621621623,0.07449856733524356,0.5980582524271845,0.523559685091941,0.4639119109637698,-0.11252471984179302,4.652841489657144
llm_text_no_aggregators,J1,junior,seniority_final = entry,soft_skill_count,0.676829268292683,0.4486486486486487,0.5558739255014327,0.7766990291262136,0.22082510362478092,0.09986976083353061,-0.2281806196440343,0.9677645015131955
llm_text_no_aggregators,J1,junior,seniority_final = entry,org_scope_count,0.4451219512195122,0.4594594594594595,0.45272206303724927,0.6116504854368932,0.1589284223996439,0.16652853421738095,0.014337508239947283,11.084800771506183
llm_text_no_aggregators,J1,junior,seniority_final = entry,management_strong_count,0.04878048780487805,0.05405405405405406,0.05157593123209169,0.06601941747572816,0.01444348624363647,0.01723892967085011,0.005273566249176007,2.738846078949565
llm_text_no_aggregators,J1,junior,seniority_final = entry,management_broad_count,0.5670731707317073,0.5081081081081081,0.5358166189111748,0.7165048543689321,0.18068823545775725,0.1494316836372248,-0.05896506262359913,3.0643270339789614
llm_text_no_aggregators,J1,junior,seniority_final = entry,education_level_score,0.1951219512195122,0.24864864864864866,0.22349570200573066,0.44660194174757284,0.22310623974184218,0.25147999052806064,0.05352669742913646,4.168130119314958
llm_text_no_aggregators,J1,junior,seniority_final = entry,requirement_breadth,6.347560975609756,6.048648648648649,6.189111747851003,7.815533980582524,1.626422232731521,1.4679730049727677,-0.2989123269611076,5.441134694131032
llm_text_no_aggregators,J1,junior,seniority_final = entry,credential_stack_depth,2.292682926829268,2.2216216216216216,2.2550143266475646,2.654368932038835,0.3993546053912702,0.36168600520956673,-0.07106130520764653,5.6198602632519306
llm_text_no_aggregators,J1,junior,seniority_final = entry,tech_density,5.763742514385531,6.7190620870962325,6.270144007083181,6.736311593585951,0.46616758650276946,0.9725690792004196,0.9553195727107013,0.4879703083859443
llm_text_no_aggregators,J1,junior,seniority_final = entry,scope_density,0.5365280104217383,0.6175673842766585,0.5794858447001343,0.6470948514613892,0.06760900676125492,0.11056684103965098,0.08103937385492022,0.8342735579656766
llm_text_no_aggregators,J2,junior,seniority_final in entry/associate,tech_count,4.623595505617978,4.497607655502392,4.555555555555555,6.030249110320285,1.4746935547647295,1.4066536047023073,-0.12598785011558533,11.705045791413998
