spec,definition,side,definition_label,source_group,n,yoe_known_share,llm_text_share,aggregator_share,tech_count_mean,tech_count_median,tech_count_p75,ai_requirement_count_mean,ai_requirement_count_median,ai_requirement_count_p75,soft_skill_count_mean,soft_skill_count_median,soft_skill_count_p75,org_scope_count_mean,org_scope_count_median,org_scope_count_p75,management_strong_count_mean,management_strong_count_median,management_strong_count_p75,management_broad_count_mean,management_broad_count_median,management_broad_count_p75,education_level_score_mean,education_level_score_median,education_level_score_p75,requirement_breadth_mean,requirement_breadth_median,requirement_breadth_p75,credential_stack_depth_mean,credential_stack_depth_median,credential_stack_depth_p75,tech_density_mean,tech_density_median,tech_density_p75,scope_density_mean,scope_density_median,scope_density_p75
llm_text_company_cap50,all_swe,all,all SWE rows,arshkon,4683,0.6211830023489217,1.0,0.09139440529575059,5.308349348708093,5.0,8.0,0.10249839846252402,0.0,0.0,0.5953448644031604,0.0,1.0,0.5776211830023489,0.0,1.0,0.11509715994020926,0.0,0.0,0.7183429425581892,1.0,1.0,0.21460602178090968,0.0,0.0,7.349562246423233,7.0,10.0,2.612214392483451,3.0,3.0,7.659383427754736,5.91016548463357,10.204081632653061,0.6099716267087976,0.0,1.0357352808660916
llm_text_company_cap50,all_swe,all,all SWE rows,asaniczka,14352,0.7108416945373467,1.0,0.07511148272017837,5.01832497212932,4.0,8.0,0.06911928651059086,0.0,0.0,0.4568701226309922,0.0,1.0,0.58270624303233,0.0,1.0,0.12402452619843925,0.0,0.0,0.7166248606465998,1.0,1.0,0.33772296544035674,0.0,0.0,7.096084169453735,6.0,10.0,2.667711817168339,3.0,4.0,7.37076343576301,5.128205128205129,10.101010101010102,0.6002827865046063,0.0,1.048767697954903
llm_text_company_cap50,all_swe,all,all SWE rows,pooled_2024,19035,0.6887838192802732,1.0,0.07911741528762806,5.089676910953506,4.0,8.0,0.07733123194116102,0.0,0.0,0.4909377462568952,0.0,1.0,0.5814552140793275,0.0,1.0,0.12182821118991331,0.0,0.0,0.7170475439978986,1.0,1.0,0.30743367480956135,0.0,0.0,7.1584449697924875,6.0,10.0,2.6540583136327816,3.0,3.0,7.441769867204946,5.319148936170213,10.126582278481013,0.6026664397053539,0.0,1.046298789873207
llm_text_company_cap50,all_swe,all,all SWE rows,scraped_2026,11076,0.6693752257132539,1.0,0.13407367280606716,7.00126399422174,6.0,10.0,0.5410798122065728,0.0,0.0,0.6190863127482846,0.0,1.0,0.864752618273745,1.0,1.0,0.15511014806789455,0.0,0.0,0.9810400866738895,1.0,1.0,0.2880101119537739,0.0,0.0,9.458107620079451,9.0,13.0,3.1303719754423978,3.0,4.0,7.6840448494492914,6.180894198508536,10.101010101010102,0.7993694207290072,0.6410256410256411,1.3054830287206267
llm_text_company_cap50,J1,junior,seniority_final = entry,arshkon,174,0.3735632183908046,1.0,0.05747126436781609,4.672413793103448,4.0,7.0,0.14942528735632185,0.0,0.0,0.6551724137931034,0.0,1.0,0.42528735632183906,0.0,1.0,0.04597701149425287,0.0,0.0,0.5517241379310345,0.0,1.0,0.19540229885057472,0.0,0.0,6.2988505747126435,6.0,9.0,2.281609195402299,2.0,3.0,5.752131720349727,4.813484708063022,8.252390024835844,0.5228486685978778,0.0,0.850724320715515
llm_text_company_cap50,J1,junior,seniority_final = entry,asaniczka,176,0.48295454545454547,1.0,0.03409090909090909,4.636363636363637,4.0,6.0,0.022727272727272728,0.0,0.0,0.4772727272727273,0.0,1.0,0.48295454545454547,0.0,1.0,0.03977272727272727,0.0,0.0,0.5,0.0,1.0,0.26136363636363635,0.0,0.0,6.2897727272727275,5.0,8.0,2.2670454545454546,2.0,3.0,7.092078485207369,6.312678488410706,10.471300201723823,0.6593603844837986,0.0,1.186091131274781
llm_text_company_cap50,J1,junior,seniority_final = entry,pooled_2024,350,0.42857142857142855,1.0,0.045714285714285714,4.654285714285714,4.0,7.0,0.08571428571428572,0.0,0.0,0.5657142857142857,0.0,1.0,0.4542857142857143,0.0,1.0,0.04285714285714286,0.0,0.0,0.5257142857142857,0.0,1.0,0.22857142857142856,0.0,0.0,6.2942857142857145,6.0,9.0,2.2742857142857145,2.0,3.0,6.425933522106713,5.7279249327413115,9.3372409595179,0.5914945600147979,0.0,0.9622325460872141
llm_text_company_cap50,J1,junior,seniority_final = entry,scraped_2026,561,0.26024955436720143,1.0,0.12121212121212122,6.087344028520499,5.0,9.0,0.5989304812834224,0.0,0.0,0.7967914438502673,1.0,1.0,0.6131907308377896,0.0,1.0,0.07130124777183601,0.0,0.0,0.7183600713012478,1.0,1.0,0.40463458110516937,0.0,0.0,8.030303030303031,7.0,11.0,2.6844919786096257,3.0,3.0,6.947176103918344,5.617977528089887,10.05867560771165,0.6280500083532016,0.0,1.0917030567685588
llm_text_company_cap50,J2,junior,seniority_final in entry/associate,arshkon,189,0.4021164021164021,1.0,0.0582010582010582,4.592592592592593,4.0,7.0,0.14285714285714285,0.0,0.0,0.6349206349206349,0.0,1.0,0.42328042328042326,0.0,1.0,0.05291005291005291,0.0,0.0,0.544973544973545,0.0,1.0,0.2222222222222222,0.0,0.0,6.243386243386244,6.0,9.0,2.312169312169312,2.0,3.0,5.589591744176327,4.705882352941176,8.241758241758243,0.5177588302435632,0.0,0.8431703204047217
llm_text_company_cap50,J2,junior,seniority_final in entry/associate,asaniczka,197,0.5025380710659898,1.0,0.030456852791878174,4.730964467005077,4.0,7.0,0.030456852791878174,0.0,0.0,0.48223350253807107,0.0,1.0,0.5126903553299492,0.0,1.0,0.03553299492385787,0.0,0.0,0.49746192893401014,0.0,1.0,0.2436548223350254,0.0,0.0,6.4213197969543145,5.0,8.0,2.2893401015228427,2.0,3.0,7.120888505129754,6.2761506276150625,10.37344398340249,0.6694536596631434,0.0,1.2453300124533002
llm_text_company_cap50,J2,junior,seniority_final in entry/associate,pooled_2024,386,0.4533678756476684,1.0,0.04404145077720207,4.66321243523316,4.0,7.0,0.08549222797927461,0.0,0.0,0.5569948186528497,0.0,1.0,0.4689119170984456,0.0,1.0,0.04404145077720207,0.0,0.0,0.5207253886010362,0.0,1.0,0.23316062176165803,0.0,0.0,6.33419689119171,6.0,9.0,2.300518134715026,2.0,3.0,6.371108484870176,5.453328872532619,8.926359195809146,0.5951782120975977,0.0,1.0017163825757576
llm_text_company_cap50,J2,junior,seniority_final in entry/associate,scraped_2026,611,0.29296235679214405,1.0,0.11947626841243862,6.227495908346972,5.0,9.0,0.5777414075286416,0.0,0.0,0.7741407528641571,1.0,1.0,0.6104746317512275,0.0,1.0,0.07037643207855974,0.0,0.0,0.7217675941080196,1.0,1.0,0.381342062193126,0.0,0.0,8.166939443535188,7.0,11.0,2.6890343698854338,3.0,3.0,7.100326127870275,5.649717514124294,9.981027331510024,0.6176700146430976,0.0,1.0887396934222817
llm_text_company_cap50,J3,junior,yoe_extracted <= 2,arshkon,436,1.0,1.0,0.05045871559633028,5.160550458715596,5.0,8.0,0.10550458715596331,0.0,0.0,0.5458715596330275,0.0,1.0,0.5688073394495413,0.0,1.0,0.0779816513761468,0.0,0.0,0.6628440366972477,1.0,1.0,0.2775229357798165,0.0,0.0,7.525229357798165,7.0,10.0,2.9426605504587156,3.0,4.0,6.079079215252573,5.05476348646669,8.698356045857668,0.5452441144449827,0.0,0.9782358691277098
llm_text_company_cap50,J3,junior,yoe_extracted <= 2,asaniczka,1087,1.0,1.0,0.05335786568537258,4.899724011039559,4.0,7.0,0.0671573137074517,0.0,0.0,0.47102115915363385,0.0,1.0,0.5823367065317387,0.0,1.0,0.10487580496780129,0.0,0.0,0.7092916283348666,1.0,1.0,0.47838086476540936,0.0,1.0,7.323827046918123,7.0,10.0,3.015639374425023,3.0,4.0,6.186444213326319,4.615384615384616,8.880519257057099,0.5920274626046932,0.0,0.9631618984006828
llm_text_company_cap50,J3,junior,yoe_extracted <= 2,pooled_2024,1523,1.0,1.0,0.05252790544977019,4.974392646093237,4.0,8.0,0.07813525935653316,0.0,0.0,0.49244911359159554,0.0,1.0,0.5784635587655942,0.0,1.0,0.09717662508207485,0.0,0.0,0.695994747209455,1.0,1.0,0.4208798424162837,0.0,0.0,7.381483913328956,7.0,10.0,2.994747209455023,3.0,4.0,6.155708074678813,4.793863854266539,8.81057268722467,0.5786344620809678,0.0,0.9685232295489168
llm_text_company_cap50,J3,junior,yoe_extracted <= 2,scraped_2026,1189,1.0,1.0,0.08830950378469302,6.603027754415475,6.0,10.0,0.5054667788057191,0.0,0.0,0.6686291000841043,0.0,1.0,0.8494533221194281,1.0,1.0,0.10513036164844407,0.0,0.0,0.928511354079058,1.0,1.0,0.48696383515559294,0.0,0.0,9.44659377628259,8.0,13.0,3.5231286795626575,4.0,4.0,6.379119027806926,5.291005291005291,8.742434431741762,0.7270867417498604,0.6406149903907751,1.2048192771084338
llm_text_company_cap50,J4,junior,yoe_extracted <= 3,arshkon,907,1.0,1.0,0.06615214994487321,5.243660418963616,5.0,8.0,0.1256890848952591,0.0,0.0,0.6052921719955898,0.0,1.0,0.6438809261300992,0.0,1.0,0.0804851157662624,0.0,0.0,0.7155457552370452,1.0,1.0,0.26681367144432194,0.0,0.0,7.7298787210584345,7.0,11.0,3.01212789415656,3.0,4.0,6.351861910207527,5.196304849884526,8.967839092966232,0.6167459177532189,0.0,1.0752737901435547
llm_text_company_cap50,J4,junior,yoe_extracted <= 3,asaniczka,2495,1.0,1.0,0.0657314629258517,5.030861723446894,4.0,8.0,0.07535070140280561,0.0,0.0,0.487374749498998,0.0,1.0,0.5703406813627254,0.0,1.0,0.09579158316633267,0.0,0.0,0.7062124248496994,1.0,1.0,0.4340681362725451,0.0,0.0,7.426452905811623,7.0,10.0,2.982765531062124,3.0,4.0,6.4206866560173435,4.769475357710651,9.25925925925926,0.5840892937084414,0.0,0.9992506244380308
