archetype,archetype_name,n,share,period_2024_share,period_2026_share,junior_share_3level,mid_share_3level,senior_share_3level,entry_share_final,associate_share_final,mid_senior_share_final,director_share_final,unknown_share_final,mean_description_length,mean_yoe
11,Requirements / Compliance,13599,0.2267558193823784,0.510184572395029,0.4898154276049709,0.019266122509008,0.0011765570997867,0.4799617618942569,0.019266122509008,0.0011765570997867,0.4720200014706964,0.0079417604235605,0.4995955584969483,5053.859474961394,5.692959451281017
5,Generic Workflow / Admin,5641,0.0940605615954112,0.2313419606452756,0.7686580393547243,0.0241092004963658,0.0005318205991845,0.5500797730898777,0.0241092004963658,0.0005318205991845,0.5451161141641553,0.0049636589257223,0.4252792058145719,5313.731962418011,5.113846153846154
8,Embedded / Firmware,5029,0.0838557993730407,0.4692781865181945,0.5307218134818056,0.0469278186518194,0.0003976933784052,0.4633127858421157,0.0469278186518194,0.0003976933784052,0.4597335454364685,0.0035792404056472,0.4893617021276595,4423.240007953868,4.274388674388675
1,Cross-functional / Delivery,4489,0.0748515974121256,0.3818222321229672,0.6181777678770327,0.0278458453998663,0.0008910670527957,0.4684785030073513,0.0278458453998663,0.0008910670527957,0.4613499665849855,0.0071285364223657,0.5027845845399866,4315.008019603475,5.277413000656599
12,DevOps / Infra,4092,0.0682318415260454,0.2744379276637341,0.7255620723362659,0.0144183773216031,0.0004887585532746,0.43841642228739,0.0144183773216031,0.0004887585532746,0.4337732160312805,0.0046432062561094,0.5466764418377321,4332.710654936462,5.403249630723781
6,AI / LLM workflows,3955,0.0659474421396651,0.0852085967130214,0.9147914032869784,0.0240202275600505,0.0005056890012642,0.4599241466498103,0.0240202275600505,0.0005056890012642,0.4503160556257901,0.0096080910240202,0.5155499367888748,4850.341845764855,4.987572815533981
9,Backend / Data Platform,3351,0.0558760755019008,0.5013428827215757,0.4986571172784244,0.0104446433900328,0.0023873470605789,0.591166815875858,0.0104446433900328,0.0023873470605789,0.5825126827812593,0.0086541330945986,0.3960011936735303,4047.326171292152,5.439655172413793
13,DevOps / Tooling,3285,0.0547755619289001,0.2334855403348554,0.7665144596651446,0.0280060882800608,0.0009132420091324,0.489193302891933,0.0280060882800608,0.0009132420091324,0.480365296803653,0.00882800608828,0.4818873668188737,5131.605783866058,5.227095093356492
3,Frontend / Web,3141,0.0523744414059894,0.5033428844317096,0.4966571155682903,0.0241961158866602,0.0,0.4326647564469914,0.0241961158866602,0.0,0.4262973575294492,0.0063673989175421,0.5431391276663483,3225.3148678764724,5.421210605302651
2,Backend / API,2960,0.0493563663042753,0.1847972972972973,0.8152027027027027,0.0158783783783783,0.0003378378378378,0.5094594594594595,0.0158783783783783,0.0003378378378378,0.5050675675675675,0.0043918918918918,0.4743243243243243,4024.0320945945946,5.232291666666667
0,Requirements / Boilerplate,2856,0.0476222237043953,0.5798319327731093,0.4201680672268907,0.0199579831932773,0.0003501400560224,0.4509803921568627,0.0199579831932773,0.0003501400560224,0.4467787114845938,0.0042016806722689,0.5287114845938375,3638.643907563025,5.229721362229102
4,Frontend / Angular,2470,0.0411858867471486,0.4109311740890688,0.5890688259109311,0.0210526315789473,0.0012145748987854,0.4437246963562753,0.0210526315789473,0.0012145748987854,0.4384615384615384,0.0052631578947368,0.534008097165992,3378.2728744939272,5.718346253229974
14,Embedded / Systems,2176,0.0362835990128726,0.3722426470588235,0.6277573529411765,0.0202205882352941,0.0013786764705882,0.5101102941176471,0.0202205882352941,0.0013786764705882,0.5091911764705882,0.0009191176470588,0.4682904411764705,4387.386948529412,5.351242444593687
10,Data Engineering / ETL,1897,0.0316314279997332,0.3379019504480759,0.6620980495519241,0.0173958882445967,0.0015814443858724,0.4285714285714285,0.0173958882445967,0.0015814443858724,0.4280442804428044,0.0005271481286241,0.5524512387981023,3868.897733263047,5.29349593495935
7,Mobile / iOS,1031,0.0171913559661175,0.3355965082444229,0.6644034917555771,0.0252182347235693,0.0,0.4393792434529583,0.0252182347235693,0.0,0.4384093113482056,0.0009699321047526,0.5354025218234724,3818.274490785645,5.053175775480059
