period,seniority_final,yoe_extracted_mean,yoe_extracted_median,tech_count_mean,tech_count_median,ai_any_mean,ai_any_median,scope_density_mean,scope_density_median,management_density_mean,management_density_median,log_description_length_mean,log_description_length_median,education_level_mean,education_level_median
2024-01,associate,2.2,2.0,1.625,1.0,0.125,0.0,0.22922230969335974,0.0,0.6877400404475681,0.2773403349772226,7.797789409770482,8.167804732498963,0.75,0.0
2024-01,director,8.559322033898304,9.0,1.6944444444444444,1.0,0.013888888888888888,0.0,0.20090629371305568,0.0,0.4091143421388274,0.33173071103388396,8.426994143737407,8.535006688537806,1.0972222222222223,1.0
2024-01,entry,2.507042253521127,2.0,2.5369127516778525,2.0,0.026845637583892617,0.0,0.15156099577432533,0.0,0.2555604141185928,0.0,7.909774321852291,8.024862150286411,0.6375838926174496,0.0
2024-01,mid-senior,6.179937214611872,5.0,2.9942341166231508,2.0,0.018059181897302,0.0,0.19107974810075076,0.0,0.4072415906320479,0.3014772384684956,8.193420171500398,8.327847012383451,0.8557441253263708,1.0
2024-04,associate,2.909090909090909,2.0,1.8666666666666667,2.0,0.0,0.0,0.1902965935569967,0.0,0.6240864732517921,0.28649190660363844,8.138793724891983,8.233503140233994,0.8,0.0
2024-04,director,6.923076923076923,5.0,3.0,3.0,0.0,0.0,0.25298864891879796,0.2872737719046251,0.23348592503084936,0.2872737719046251,8.467334483687564,8.62191350218664,0.8461538461538461,0.0
2024-04,entry,2.046153846153846,2.0,2.4514285714285715,2.0,0.05142857142857143,0.0,0.1532088928674505,0.0,0.23728966021105238,0.0,7.999997958052962,8.10349427838097,0.6285714285714286,0.0
2024-04,mid-senior,6.045911047345768,5.0,3.3079164643030596,3.0,0.034482758620689655,0.0,0.2330833679945713,0.0,0.42877381035726536,0.3203074951953876,7.999987444346626,8.156223323194624,0.5619232637202526,0.0
2026-03,associate,3.5,3.0,5.066666666666666,6.0,0.13333333333333333,0.0,0.13761153234386878,0.0,0.27028990667399283,0.0,8.606966421763145,8.674538762140015,0.6666666666666666,1.0
2026-03,director,6.344827586206897,6.0,4.277777777777778,4.5,0.16666666666666666,0.0,0.3632069422306145,0.3776435045317221,0.44889759663349127,0.3456619426201175,8.68563611468179,8.74224584860206,0.6666666666666666,0.0
2026-03,entry,2.02,2.0,2.632286995515695,2.0,0.21973094170403587,0.0,0.23137839958247317,0.0,0.2954605783621758,0.0,8.469693010942532,8.554103545436334,0.8430493273542601,1.0
2026-03,mid-senior,5.692631578947369,5.0,3.529878371232152,3.0,0.18826017979904813,0.0,0.35897839075845267,0.3075030750307503,0.41854917243194156,0.3672420124862284,8.502677365644606,8.6020856584342,0.6731887890005288,0.0
2026-04,associate,3.111111111111111,3.0,3.3076923076923075,3.0,0.0,0.0,0.14401693123108955,0.0,0.21971244672010262,0.0,8.553025934705632,8.645058562414134,0.6153846153846154,1.0
2026-04,director,6.2727272727272725,7.0,4.9375,4.0,0.375,0.0,0.43504032494006606,0.3127921048601233,0.43269745197519277,0.3777248469234115,8.826998533736331,8.73424163083974,0.625,0.0
2026-04,entry,2.2,2.0,2.7903225806451615,2.0,0.1774193548387097,0.0,0.2775019111869454,0.0,0.3550307337039532,0.36511251904043796,8.465668139669217,8.506481261023602,0.7903225806451613,0.0
2026-04,mid-senior,5.784713375796178,5.0,3.5514851485148515,3.0,0.17425742574257425,0.0,0.3377355755161428,0.2828854314002829,0.4282140923324085,0.37467216185837393,8.521535096855136,8.59877317840866,0.7148514851485148,0.0
