status,term,category,category_note,doc_prev_2024,doc_prev_2026,prev_ratio_2026_to_2024,z_b_minus_a,count_2024,count_2026,distinct_companies_total,likely_boilerplate_or_noise
accelerating_2026,familiarity,credential,,0.12769485903814262,0.38915119085090755,3.04750867640386,22.195079422947224,707,5192,2314,False
accelerating_2026,environments,tech_stack,,0.11276948590381426,0.36302591543384743,3.2191856912736765,27.53213016869193,592,5849,2081,False
accelerating_2026,workflows,method,,0.05212035062781331,0.28097786171440564,5.390943428620483,28.007370134148992,266,4657,1746,False
accelerating_2026,ownership,org_scope,,0.051646529258469555,0.15905990976812506,3.079779262069981,13.96082192557438,239,1884,1091,False
accelerating_2026,large-scale,sys_design,,0.0478559583037195,0.1447906830343091,3.025551846969399,12.464917563836835,267,1826,791,False
accelerating_2026,tooling,tech_stack,,0.031982942430703626,0.14237750498373727,4.4516699891581855,17.779561827129534,168,2108,947,False
accelerating_2026,observability,method,,0.025823264629234777,0.13755114888259365,5.326636692049797,17.154276365833784,169,2015,922,False
accelerating_2026,exposure,credential,,0.0400379057095475,0.1239114468576225,3.0948533561303226,11.404704532674904,204,1447,922,False
accelerating_2026,operate,org_scope,,0.028429282160625444,0.10754380442765712,3.7828533207428396,12.840528258059468,126,1264,737,False
accelerating_2026,evaluation,sys_design,,0.031746031746031744,0.09705172594691008,3.0571293673276676,13.73614365314522,160,1515,642,False
accelerating_2026,high-performance,sys_design,,0.02771855010660981,0.0917007659217291,3.3082814782531496,10.744108308049887,119,1019,633,False
accelerating_2026,ai/ml,ai_domain,,0.01468846244965648,0.08414646941559123,5.728745925858235,13.80594162757002,129,1389,566,False
accelerating_2026,cloud-native,tech_stack,,0.017531390665719022,0.07480851956772637,4.267118393180716,11.417632250727594,87,945,562,False
accelerating_2026,real-world,noise,uncategorized_or_context_needed,0.009713338071547027,0.07029692582100514,7.2371542412307965,11.928644907395114,51,856,472,True
accelerating_2026,llms,ai_tool,,0.009713338071547027,0.06872311404889309,7.075128400009213,11.701921156571705,74,919,509,False
