comparison,text_scope,ngram_n,term,category,category_note,z_b_minus_a,log_odds_delta_b_minus_a,direction,count_a,count_b,rate_a_per_10k_terms,rate_b_per_10k_terms,doc_count_a,doc_count_b,doc_prev_a,doc_prev_b,distinct_companies_total,distinct_companies_a,distinct_companies_b,label_a,label_b,n_docs_a,n_docs_b,tokens_a,tokens_b,companies_a,companies_b,rank_in_direction
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,database,tech_stack,,-11.89525380634699,-0.5964353244316989,arshkon_2024_heavy,615,1070,41.15501723157226,22.484990743328577,417,779,0.16706730769230768,0.11563010241947454,799,330,520,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,1
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,application,tech_stack,,-11.635308066739078,-0.4272853479780876,arshkon_2024_heavy,1078,2230,72.13838792786161,46.86124239030162,634,1405,0.25400641025641024,0.20854979961407155,1212,472,836,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,2
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,.net,tech_stack,,-10.367523164865897,-0.6957904884926016,arshkon_2024_heavy,357,561,23.88998561247365,11.788859632717132,217,348,0.08693910256410256,0.051655039335015585,430,183,264,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,3
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,javascript,tech_stack,,-9.746249503325618,-0.4999625422809171,arshkon_2024_heavy,567,1088,37.94291832569345,22.86324292405747,443,846,0.17748397435897437,0.12557518183167582,815,325,545,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,4
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,php,tech_stack,,-8.505637823791808,-1.3190734178019268,arshkon_2024_heavy,90,75,6.022685448522769,1.5760507530370498,55,62,0.022035256410256412,0.009202909306813122,96,46,51,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,5
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,directory,tech_stack,,-8.35109739831936,-1.3282493888836067,arshkon_2024_heavy,86,71,5.755010539699534,1.4919947128750737,50,54,0.020032051282051284,0.008015437138192074,91,46,47,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,6
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,trends,noise,uncategorized_or_context_needed,-8.148230004167514,-0.6825116460707674,arshkon_2024_heavy,228,363,15.257469802924348,7.628085644699321,219,338,0.08774038461538461,0.05017069912423928,403,176,241,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,7
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,sql,tech_stack,,-7.803700340034048,-0.3215011135118191,arshkon_2024_heavy,827,1904,55.34178739920367,40.01067511710057,571,1383,0.22876602564102563,0.20528425115036367,1262,452,891,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,8
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,html,tech_stack,,-7.756004949911379,-0.7446394611078775,arshkon_2024_heavy,178,266,11.911533442633921,5.589726670771403,162,237,0.06490384615384616,0.03517886299539855,308,132,192,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,9
section_filtered_arshkon_vs_scraped_llm_excl_agg_cap50,section_filtered_req_resp_pref,1,written,soft_skill,,-7.539262155829028,-0.41735903362240556,arshkon_2024_heavy,473,987,31.65255796834744,20.740827909967575,438,942,0.17548076923076922,0.1398248478551284,900,363,596,arshkon_2024,scraped_2026,2496,6737,149435,475873,1511,2723,10
